STN_NUMBER,LONGITUDE,LATITUDE,FC,LANE,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
116,-85.344575,34.987463,5,0,2495.0,318.0,1311.0,57.0,1026.0,115.0,266.0,128.0,51.0,63.0,28066.0,3622.0,221.0,98.0,424.0,93.0,384.0,91.0,320.0,121.0,18.0,23.0,766.0,406.0,0.0,48.0,27.0,31.0,0.0,12.0,0.0,17.0,28.0,36.0,33.0,15.0,10.7,4.9,3.5,4.1,28066.0,3622.0,11.5,4.7,17.0,3.5,15.4,3.1,12.8,4.6,1.8,2.3,30.7,15.8,0.0,2.0,2.1,2.4,0.0,2.6,0.0,1.7,2.7,3.4,1.3,0.6,0.3211,0.2698,0.3417,0.4046,1.3372,0.2906,0.5374,0.0924,0.2975,0.0438,0.9711,0.0473,0.6986,0.0,0.6986,0.3554,0.4956,0.0,0.0,0.3125,0.7256,1.5337,0.2068,4.5406,0.1101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,86.0,6.9,3.4,1894.0
117,-85.364906,35.024435,4,0,6347.0,699.0,2842.0,128.0,2521.0,182.0,1007.0,591.0,79.0,69.0,36403.0,5321.0,424.0,176.0,1214.0,225.0,1388.0,384.0,955.0,227.0,272.0,145.0,937.0,865.0,153.0,136.0,89.0,72.0,99.0,106.0,16.0,30.0,77.0,57.0,22.0,20.0,15.9,8.2,2.4,2.1,36403.0,5321.0,9.5,3.8,19.1,3.2,21.9,5.5,15.0,3.1,10.8,5.7,14.8,13.5,2.6,2.3,3.1,2.5,3.5,3.7,0.6,1.2,3.1,2.3,0.3,0.3,0.5068,0.1237,0.158,0.3082,1.0967,0.22,0.6743,0.4869,0.4226,0.704,2.2878,0.6795,0.4889,0.8382,1.3271,0.7161,0.5516,0.46,0.2886,0.3607,0.5866,2.2475,0.4814,6.9591,0.4674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733.0,324.0,11.5,5.0,8631.0
118,-85.372096,35.033599,7,0,6347.0,699.0,2842.0,128.0,2521.0,182.0,1007.0,591.0,79.0,69.0,36403.0,5321.0,424.0,176.0,1214.0,225.0,1388.0,384.0,955.0,227.0,272.0,145.0,937.0,865.0,153.0,136.0,89.0,72.0,99.0,106.0,16.0,30.0,77.0,57.0,22.0,20.0,15.9,8.2,2.4,2.1,36403.0,5321.0,9.5,3.8,19.1,3.2,21.9,5.5,15.0,3.1,10.8,5.7,14.8,13.5,2.6,2.3,3.1,2.5,3.5,3.7,0.6,1.2,3.1,2.3,0.3,0.3,0.5068,0.1237,0.158,0.3082,1.0967,0.22,0.6743,0.4869,0.4226,0.704,2.2878,0.6795,0.4889,0.8382,1.3271,0.7161,0.5516,0.46,0.2886,0.3607,0.5866,2.2475,0.4814,6.9591,0.4674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733.0,324.0,11.5,5.0,8631.0
120,-85.393965,35.016905,6,0,6347.0,699.0,2842.0,128.0,2521.0,182.0,1007.0,591.0,79.0,69.0,36403.0,5321.0,424.0,176.0,1214.0,225.0,1388.0,384.0,955.0,227.0,272.0,145.0,937.0,865.0,153.0,136.0,89.0,72.0,99.0,106.0,16.0,30.0,77.0,57.0,22.0,20.0,15.9,8.2,2.4,2.1,36403.0,5321.0,9.5,3.8,19.1,3.2,21.9,5.5,15.0,3.1,10.8,5.7,14.8,13.5,2.6,2.3,3.1,2.5,3.5,3.7,0.6,1.2,3.1,2.3,0.3,0.3,0.5068,0.1237,0.158,0.3082,1.0967,0.22,0.6743,0.4869,0.4226,0.704,2.2878,0.6795,0.4889,0.8382,1.3271,0.7161,0.5516,0.46,0.2886,0.3607,0.5866,2.2475,0.4814,6.9591,0.4674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733.0,324.0,11.5,5.0,8631.0
122,-85.466338,34.985195,5,0,6347.0,699.0,2842.0,128.0,2521.0,182.0,1007.0,591.0,79.0,69.0,36403.0,5321.0,424.0,176.0,1214.0,225.0,1388.0,384.0,955.0,227.0,272.0,145.0,937.0,865.0,153.0,136.0,89.0,72.0,99.0,106.0,16.0,30.0,77.0,57.0,22.0,20.0,15.9,8.2,2.4,2.1,36403.0,5321.0,9.5,3.8,19.1,3.2,21.9,5.5,15.0,3.1,10.8,5.7,14.8,13.5,2.6,2.3,3.1,2.5,3.5,3.7,0.6,1.2,3.1,2.3,0.3,0.3,0.5068,0.1237,0.158,0.3082,1.0967,0.22,0.6743,0.4869,0.4226,0.704,2.2878,0.6795,0.4889,0.8382,1.3271,0.7161,0.5516,0.46,0.2886,0.3607,0.5866,2.2475,0.4814,6.9591,0.4674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733.0,324.0,11.5,5.0,8631.0
123,-85.384526,35.016505,4,0,6347.0,699.0,2842.0,128.0,2521.0,182.0,1007.0,591.0,79.0,69.0,36403.0,5321.0,424.0,176.0,1214.0,225.0,1388.0,384.0,955.0,227.0,272.0,145.0,937.0,865.0,153.0,136.0,89.0,72.0,99.0,106.0,16.0,30.0,77.0,57.0,22.0,20.0,15.9,8.2,2.4,2.1,36403.0,5321.0,9.5,3.8,19.1,3.2,21.9,5.5,15.0,3.1,10.8,5.7,14.8,13.5,2.6,2.3,3.1,2.5,3.5,3.7,0.6,1.2,3.1,2.3,0.3,0.3,0.5068,0.1237,0.158,0.3082,1.0967,0.22,0.6743,0.4869,0.4226,0.704,2.2878,0.6795,0.4889,0.8382,1.3271,0.7161,0.5516,0.46,0.2886,0.3607,0.5866,2.2475,0.4814,6.9591,0.4674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733.0,324.0,11.5,5.0,8631.0
124,-85.3095,35.047583,4,0,1954.0,203.0,1186.0,67.0,972.0,114.0,427.0,97.0,43.0,43.0,43077.0,9353.0,336.0,95.0,221.0,56.0,54.0,49.0,276.0,82.0,28.0,42.0,741.0,265.0,9.0,47.0,1023.0,92.0,0.0,12.0,21.0,23.0,295.0,74.0,617.0,152.0,30.9,6.5,5.1,4.9,43077.0,9353.0,20.2,5.0,11.3,3.1,2.8,2.5,20.0,5.6,2.9,4.4,37.9,13.0,0.5,2.4,86.3,6.1,0.0,2.9,2.2,2.4,30.3,6.4,31.6,7.1,0.8726,0.4456,0.0918,0.797,2.207,0.5648,0.2192,0.0135,0.737,0.0917,1.0614,0.0561,0.7485,0.5185,1.267,0.6811,0.9966,0.0,0.6352,0.9756,0.9764,3.5838,0.9417,8.1192,0.6549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,3.0,259.0,74.0,18.8,5.1,22233.0
125,-85.311911,35.036308,3,0,1384.0,163.0,817.0,31.0,713.0,56.0,271.0,107.0,26.0,22.0,43500.0,7096.0,144.0,46.0,199.0,53.0,179.0,72.0,218.0,60.0,35.0,28.0,559.0,206.0,33.0,54.0,256.0,47.0,0.0,12.0,13.0,13.0,160.0,45.0,0.0,12.0,19.6,7.1,2.8,2.4,43500.0,7096.0,13.5,4.1,14.4,4.0,12.9,5.0,15.8,4.2,4.9,4.0,40.4,14.1,2.5,4.1,31.3,5.6,0.0,4.2,1.8,1.9,22.4,6.2,0.0,0.9,0.6436,0.1799,0.0878,0.4801,1.3914,0.3062,0.3709,0.0533,0.4767,0.2475,1.1484,0.0717,0.764,0.8334,1.5974,0.8618,0.938,0.0,0.557,0.9532,0.0,2.4482,0.5675,6.5854,0.4022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,111.0,69.0,8.0,4.6,5798.0
126,-85.30791,35.040233,4,0,1954.0,203.0,1186.0,67.0,972.0,114.0,427.0,97.0,43.0,43.0,43077.0,9353.0,336.0,95.0,221.0,56.0,54.0,49.0,276.0,82.0,28.0,42.0,741.0,265.0,9.0,47.0,1023.0,92.0,0.0,12.0,21.0,23.0,295.0,74.0,617.0,152.0,30.9,6.5,5.1,4.9,43077.0,9353.0,20.2,5.0,11.3,3.1,2.8,2.5,20.0,5.6,2.9,4.4,37.9,13.0,0.5,2.4,86.3,6.1,0.0,2.9,2.2,2.4,30.3,6.4,31.6,7.1,0.8726,0.4456,0.0918,0.797,2.207,0.5648,0.2192,0.0135,0.737,0.0917,1.0614,0.0561,0.7485,0.5185,1.267,0.6811,0.9966,0.0,0.6352,0.9756,0.9764,3.5838,0.9417,8.1192,0.6549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,3.0,259.0,74.0,18.8,5.1,22233.0
128,-85.303652,35.03477,4,0,6563.0,639.0,1224.0,93.0,1022.0,113.0,966.0,285.0,189.0,102.0,16577.0,4990.0,104.0,65.0,193.0,78.0,122.0,51.0,477.0,233.0,6.0,19.0,1512.0,873.0,33.0,83.0,509.0,115.0,0.0,17.0,5.0,18.0,155.0,72.0,4483.0,572.0,42.8,9.3,6.2,3.2,16577.0,4990.0,7.8,5.5,2.9,1.2,1.9,0.8,7.3,3.3,0.6,1.9,23.0,13.1,0.5,1.3,41.6,8.9,0.0,2.8,0.5,1.8,15.2,7.2,68.3,5.6,0.9539,0.5727,0.9007,0.2454,2.6727,0.7155,0.0142,0.0115,0.0757,0.0182,0.1196,0.0041,0.6204,0.5185,1.1389,0.6264,0.9643,0.0,0.2616,0.9003,0.9912,3.1174,0.8237,7.0486,0.4755,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,5.0,695.0,188.0,10.7,2.8,15453.0
129,-85.304154,35.033067,7,0,1384.0,163.0,817.0,31.0,713.0,56.0,271.0,107.0,26.0,22.0,43500.0,7096.0,144.0,46.0,199.0,53.0,179.0,72.0,218.0,60.0,35.0,28.0,559.0,206.0,33.0,54.0,256.0,47.0,0.0,12.0,13.0,13.0,160.0,45.0,0.0,12.0,19.6,7.1,2.8,2.4,43500.0,7096.0,13.5,4.1,14.4,4.0,12.9,5.0,15.8,4.2,4.9,4.0,40.4,14.1,2.5,4.1,31.3,5.6,0.0,4.2,1.8,1.9,22.4,6.2,0.0,0.9,0.6436,0.1799,0.0878,0.4801,1.3914,0.3062,0.3709,0.0533,0.4767,0.2475,1.1484,0.0717,0.764,0.8334,1.5974,0.8618,0.938,0.0,0.557,0.9532,0.0,2.4482,0.5675,6.5854,0.4022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,111.0,69.0,8.0,4.6,5798.0
130,-85.323228,35.01579,3,0,3792.0,595.0,1958.0,99.0,1593.0,154.0,1729.0,549.0,409.0,176.0,17951.0,6031.0,614.0,198.0,434.0,92.0,1178.0,371.0,903.0,209.0,386.0,122.0,3443.0,644.0,0.0,48.0,199.0,101.0,22.0,32.0,54.0,53.0,440.0,141.0,58.0,26.0,46.0,10.4,22.2,8.5,17951.0,6031.0,25.8,7.6,11.4,2.8,31.1,8.5,23.8,4.7,24.2,7.3,90.8,9.3,0.0,1.4,10.2,5.1,1.1,1.7,3.4,3.3,27.6,8.5,1.5,0.6,0.9661,0.9865,0.8602,0.9285,3.7413,0.9742,0.2252,0.9514,0.8864,0.9697,3.0327,0.9804,0.9339,0.0,0.9339,0.4909,0.7586,0.3232,0.7964,0.9708,0.7438,3.5928,0.9444,11.3007,0.9817,1.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,538.0,188.0,14.2,4.3,5799.0
131,-85.272082,35.023181,4,0,1824.0,255.0,900.0,55.0,756.0,73.0,834.0,267.0,106.0,53.0,17291.0,3442.0,274.0,91.0,143.0,32.0,498.0,157.0,298.0,80.0,58.0,34.0,1260.0,321.0,103.0,77.0,5.0,14.0,0.0,12.0,35.0,32.0,111.0,48.0,27.0,11.0,46.1,10.2,12.2,5.8,17291.0,3442.0,22.3,7.2,7.8,2.2,27.3,7.7,16.5,3.8,7.7,4.5,69.1,14.7,6.1,4.6,0.6,1.6,0.0,3.8,4.6,4.2,14.7,6.2,1.5,0.6,0.9675,0.8959,0.8791,0.851,3.5935,0.9511,0.0904,0.8449,0.5213,0.4835,1.9401,0.4293,0.8827,0.9454,1.8281,0.967,0.3479,0.0,0.884,0.8942,0.7438,2.8699,0.7349,10.2316,0.9164,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,266.0,103.0,14.7,4.7,2993.0
132,-85.271955,35.018489,3,0,2228.0,385.0,979.0,65.0,792.0,85.0,880.0,306.0,72.0,45.0,16043.0,3981.0,412.0,153.0,311.0,85.0,558.0,215.0,552.0,177.0,52.0,42.0,1712.0,419.0,232.0,161.0,62.0,44.0,0.0,12.0,0.0,17.0,118.0,62.0,58.0,66.0,40.0,10.8,7.9,4.7,16043.0,3981.0,27.6,8.9,14.0,4.3,25.0,8.6,24.8,7.7,6.6,5.3,76.8,13.3,11.3,7.6,6.3,4.6,0.0,3.5,0.0,2.1,14.9,7.3,2.6,2.9,0.9424,0.716,0.9102,0.9514,3.52,0.9375,0.3527,0.7384,0.9189,0.3931,2.4031,0.7546,0.9029,0.9798,1.8827,0.9906,0.6743,0.0,0.0,0.8983,0.8112,2.3838,0.5397,10.1896,0.913,1.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,577.0,216.0,25.9,7.0,3768.0
133,-85.23457,34.995211,3,0,5540.0,591.0,2696.0,153.0,2336.0,185.0,1603.0,757.0,105.0,76.0,23578.0,7076.0,681.0,260.0,849.0,152.0,1300.0,488.0,837.0,258.0,126.0,100.0,1712.0,754.0,87.0,148.0,398.0,178.0,0.0,17.0,116.0,104.0,176.0,131.0,122.0,48.0,29.4,12.0,3.8,2.7,23578.0,7076.0,17.6,6.6,15.3,3.1,23.5,8.4,15.3,4.7,5.4,4.3,30.9,13.2,1.7,2.9,14.8,6.6,0.0,1.3,5.0,4.5,7.5,5.4,2.2,0.8,0.8598,0.313,0.5807,0.6844,2.4379,0.6409,0.4134,0.6379,0.4476,0.29,1.7889,0.3394,0.7006,0.7606,1.4612,0.7876,0.8307,0.0,0.9056,0.7227,0.7862,3.2452,0.8603,8.9332,0.7656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,773.0,277.0,14.2,4.7,5598.0
134,-85.238727,35.017892,3,0,3704.0,351.0,1936.0,77.0,1636.0,115.0,391.0,164.0,82.0,45.0,33043.0,4067.0,199.0,105.0,626.0,116.0,696.0,169.0,560.0,144.0,103.0,63.0,1058.0,438.0,27.0,63.0,46.0,30.0,0.0,12.0,0.0,17.0,164.0,75.0,49.0,38.0,10.6,4.5,3.8,2.1,33043.0,4067.0,7.2,3.5,16.9,2.6,18.8,4.2,15.1,3.8,6.3,3.8,28.6,11.5,0.8,1.8,2.4,1.6,0.0,1.8,0.0,1.0,10.0,4.5,1.3,1.0,0.315,0.313,0.2134,0.2198,1.0612,0.2057,0.53,0.2468,0.4314,0.3702,1.5784,0.2191,0.6797,0.6278,1.3075,0.6972,0.5185,0.0,0.0,0.8047,0.7256,2.0488,0.398,5.9959,0.2982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356.0,160.0,9.6,4.3,2370.0
135,-85.26568,35.041519,4,0,3231.0,457.0,1651.0,59.0,1345.0,114.0,1011.0,347.0,202.0,114.0,17764.0,2698.0,390.0,145.0,742.0,140.0,754.0,224.0,532.0,122.0,253.0,97.0,2785.0,473.0,0.0,48.0,286.0,89.0,0.0,12.0,14.0,17.0,346.0,106.0,294.0,74.0,33.9,10.5,14.7,7.5,17764.0,2698.0,18.7,6.4,23.0,5.1,23.3,6.1,17.8,4.1,18.8,7.0,86.2,8.1,0.0,1.7,17.3,5.4,0.0,2.1,1.0,1.3,25.7,7.6,9.1,1.9,0.8977,0.9425,0.865,0.7363,3.4415,0.9206,0.8921,0.6251,0.6004,0.9171,3.0347,0.9817,0.9211,0.0,0.9211,0.4801,0.8584,0.0,0.4073,0.9647,0.938,3.1684,0.8353,10.5657,0.9457,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,355.0,156.0,11.9,4.9,7780.0
136,-85.257814,35.058087,4,0,2257.0,345.0,1103.0,133.0,1000.0,132.0,588.0,245.0,175.0,131.0,13738.0,2310.0,722.0,231.0,465.0,189.0,222.0,111.0,635.0,182.0,44.0,36.0,2094.0,358.0,11.0,49.0,71.0,77.0,29.0,47.0,0.0,17.0,300.0,111.0,28.0,18.0,26.1,11.5,18.4,13.0,13738.0,2310.0,39.1,11.4,20.6,7.7,9.8,4.7,28.1,7.1,4.4,3.6,92.8,7.1,0.5,2.3,6.4,7.0,2.6,4.2,0.0,1.7,30.0,10.4,1.2,0.8,0.8076,0.9696,0.9548,0.998,3.73,0.9728,0.7687,0.0276,0.9723,0.205,1.9736,0.4544,0.9447,0.5185,1.4632,0.7896,0.6784,0.4289,0.0,0.9736,0.7188,2.7997,0.7125,9.9665,0.8927,0.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,422.0,228.0,18.7,9.8,2601.0
137,-85.303044,35.041554,5,0,6563.0,639.0,1224.0,93.0,1022.0,113.0,966.0,285.0,189.0,102.0,16577.0,4990.0,104.0,65.0,193.0,78.0,122.0,51.0,477.0,233.0,6.0,19.0,1512.0,873.0,33.0,83.0,509.0,115.0,0.0,17.0,5.0,18.0,155.0,72.0,4483.0,572.0,42.8,9.3,6.2,3.2,16577.0,4990.0,7.8,5.5,2.9,1.2,1.9,0.8,7.3,3.3,0.6,1.9,23.0,13.1,0.5,1.3,41.6,8.9,0.0,2.8,0.5,1.8,15.2,7.2,68.3,5.6,0.9539,0.5727,0.9007,0.2454,2.6727,0.7155,0.0142,0.0115,0.0757,0.0182,0.1196,0.0041,0.6204,0.5185,1.1389,0.6264,0.9643,0.0,0.2616,0.9003,0.9912,3.1174,0.8237,7.0486,0.4755,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,5.0,695.0,188.0,10.7,2.8,15453.0
138,-85.300755,35.042958,4,0,6563.0,639.0,1224.0,93.0,1022.0,113.0,966.0,285.0,189.0,102.0,16577.0,4990.0,104.0,65.0,193.0,78.0,122.0,51.0,477.0,233.0,6.0,19.0,1512.0,873.0,33.0,83.0,509.0,115.0,0.0,17.0,5.0,18.0,155.0,72.0,4483.0,572.0,42.8,9.3,6.2,3.2,16577.0,4990.0,7.8,5.5,2.9,1.2,1.9,0.8,7.3,3.3,0.6,1.9,23.0,13.1,0.5,1.3,41.6,8.9,0.0,2.8,0.5,1.8,15.2,7.2,68.3,5.6,0.9539,0.5727,0.9007,0.2454,2.6727,0.7155,0.0142,0.0115,0.0757,0.0182,0.1196,0.0041,0.6204,0.5185,1.1389,0.6264,0.9643,0.0,0.2616,0.9003,0.9912,3.1174,0.8237,7.0486,0.4755,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,5.0,695.0,188.0,10.7,2.8,15453.0
139,-85.29143,35.040919,4,0,1560.0,250.0,885.0,38.0,711.0,73.0,448.0,150.0,82.0,44.0,22995.0,4295.0,113.0,52.0,196.0,53.0,198.0,79.0,167.0,54.0,79.0,49.0,959.0,308.0,11.0,47.0,44.0,24.0,12.0,15.0,4.0,13.0,148.0,50.0,57.0,31.0,29.2,9.1,8.6,4.4,22995.0,4295.0,10.7,5.0,12.6,3.8,12.7,4.6,10.7,3.9,11.1,6.8,61.5,17.1,0.7,3.2,5.0,2.7,1.4,1.7,0.6,1.9,20.8,6.7,3.7,1.9,0.857,0.7586,0.6192,0.3675,2.6023,0.6925,0.2846,0.0492,0.192,0.7134,1.2392,0.092,0.8564,0.5941,1.4505,0.7822,0.6244,0.3537,0.2886,0.9437,0.8618,3.0722,0.8108,8.3642,0.6889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,178.0,78.0,11.4,4.9,2473.0
140,-85.29316,35.037862,4,0,1884.0,294.0,822.0,42.0,690.0,67.0,301.0,141.0,29.0,24.0,20641.0,2886.0,185.0,87.0,163.0,43.0,368.0,163.0,386.0,110.0,51.0,38.0,1070.0,339.0,145.0,98.0,21.0,25.0,0.0,12.0,4.0,13.0,28.0,16.0,180.0,98.0,17.5,7.3,3.1,2.5,20641.0,2886.0,14.8,6.3,8.7,2.2,19.5,8.1,20.5,5.3,7.4,5.5,56.8,15.7,8.4,5.6,2.6,3.1,0.0,4.2,0.6,1.9,4.1,2.4,9.6,5.0,0.5684,0.2197,0.7515,0.5442,2.0838,0.5221,0.118,0.2913,0.762,0.4558,1.6271,0.2441,0.8307,0.9629,1.7936,0.9481,0.528,0.0,0.2886,0.4712,0.9434,2.2312,0.4746,7.7357,0.5917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,263.0,123.0,14.0,5.5,1706.0
141,-85.295137,35.034215,4,0,1884.0,294.0,822.0,42.0,690.0,67.0,301.0,141.0,29.0,24.0,20641.0,2886.0,185.0,87.0,163.0,43.0,368.0,163.0,386.0,110.0,51.0,38.0,1070.0,339.0,145.0,98.0,21.0,25.0,0.0,12.0,4.0,13.0,28.0,16.0,180.0,98.0,17.5,7.3,3.1,2.5,20641.0,2886.0,14.8,6.3,8.7,2.2,19.5,8.1,20.5,5.3,7.4,5.5,56.8,15.7,8.4,5.6,2.6,3.1,0.0,4.2,0.6,1.9,4.1,2.4,9.6,5.0,0.5684,0.2197,0.7515,0.5442,2.0838,0.5221,0.118,0.2913,0.762,0.4558,1.6271,0.2441,0.8307,0.9629,1.7936,0.9481,0.528,0.0,0.2886,0.4712,0.9434,2.2312,0.4746,7.7357,0.5917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,263.0,123.0,14.0,5.5,1706.0
142,-85.298206,35.04462,4,0,6563.0,639.0,1224.0,93.0,1022.0,113.0,966.0,285.0,189.0,102.0,16577.0,4990.0,104.0,65.0,193.0,78.0,122.0,51.0,477.0,233.0,6.0,19.0,1512.0,873.0,33.0,83.0,509.0,115.0,0.0,17.0,5.0,18.0,155.0,72.0,4483.0,572.0,42.8,9.3,6.2,3.2,16577.0,4990.0,7.8,5.5,2.9,1.2,1.9,0.8,7.3,3.3,0.6,1.9,23.0,13.1,0.5,1.3,41.6,8.9,0.0,2.8,0.5,1.8,15.2,7.2,68.3,5.6,0.9539,0.5727,0.9007,0.2454,2.6727,0.7155,0.0142,0.0115,0.0757,0.0182,0.1196,0.0041,0.6204,0.5185,1.1389,0.6264,0.9643,0.0,0.2616,0.9003,0.9912,3.1174,0.8237,7.0486,0.4755,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,5.0,695.0,188.0,10.7,2.8,15453.0
143,-85.315595,35.055496,2,0,1954.0,203.0,1186.0,67.0,972.0,114.0,427.0,97.0,43.0,43.0,43077.0,9353.0,336.0,95.0,221.0,56.0,54.0,49.0,276.0,82.0,28.0,42.0,741.0,265.0,9.0,47.0,1023.0,92.0,0.0,12.0,21.0,23.0,295.0,74.0,617.0,152.0,30.9,6.5,5.1,4.9,43077.0,9353.0,20.2,5.0,11.3,3.1,2.8,2.5,20.0,5.6,2.9,4.4,37.9,13.0,0.5,2.4,86.3,6.1,0.0,2.9,2.2,2.4,30.3,6.4,31.6,7.1,0.8726,0.4456,0.0918,0.797,2.207,0.5648,0.2192,0.0135,0.737,0.0917,1.0614,0.0561,0.7485,0.5185,1.267,0.6811,0.9966,0.0,0.6352,0.9756,0.9764,3.5838,0.9417,8.1192,0.6549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,3.0,259.0,74.0,18.8,5.1,22233.0
