"Temp","WindSp","Precip","Snow","StationId","Date","Dir","Long","Lat","NumberOfLanes","FC","SpeedLimit","FRC","DayOfWeek","Month","Hour","AvgSp","ProbeCount","Volume","PenRate","ProbeCountLastWeek","AvgProbeCountLastMonth","fold"
62.2,12.6,0,0,53,2019-06-11,0,-85.315179,35.142256,0,4,40,5,"Tuesday",6,9,36.47,30,154,0.194805194805195,25,22.5,3
76.6,6.5,0.03,0,54,2019-06-10,0,-85.3289,35.139325,0,4,35,2,"Monday",6,12,31.85,25,473,0.0528541226215645,19,21.25,4
78.7,8.7,0.03,0,54,2019-06-10,0,-85.3289,35.139325,0,4,35,2,"Monday",6,13,31.4,37,408,0.0906862745098039,24,24,4
81.3,10.2,0.01,0,54,2019-06-10,0,-85.3289,35.139325,0,4,35,2,"Monday",6,14,32.03,26,357,0.0728291316526611,15,21.5,4
80,10.1,0.03,0,54,2019-06-10,0,-85.3289,35.139325,0,4,35,2,"Monday",6,15,31,22,381.5,0.0576671035386632,19,23.25,4
79.6,11,0.02,0,54,2019-06-10,0,-85.3289,35.139325,0,4,35,2,"Monday",6,16,25.87,25,336.5,0.0742942050520059,17,19,4
77.4,12.1,0.02,0,54,2019-06-10,0,-85.3289,35.139325,0,4,35,2,"Monday",6,17,25.65,41,321,0.127725856697819,16,20.75,4
73.5,12.4,0.02,0,54,2019-06-10,0,-85.3289,35.139325,0,4,35,2,"Monday",6,18,35.33,10,279,0.03584229390681,16,17.75,4
71,11.9,0.01,0,54,2019-06-10,0,-85.3289,35.139325,0,4,35,2,"Monday",6,19,31.84,16,219.5,0.0728929384965831,7,12.75,4
70,10,0,0,54,2019-06-10,0,-85.3289,35.139325,0,4,35,2,"Monday",6,20,30.99,15,169,0.0887573964497041,6,10.25,4
69.6,8.2,0.001,0,54,2019-06-10,0,-85.3289,35.139325,0,4,35,2,"Monday",6,21,24.16,5,122,0.040983606557377,8,6,4
67.6,6.8,0,0,54,2019-06-10,0,-85.3289,35.139325,0,4,35,2,"Monday",6,22,24.2,6,57.5,0.104347826086957,4,4.5,4
66,7.2,0,0,54,2019-06-10,0,-85.3289,35.139325,0,4,35,2,"Monday",6,23,37.28,1,22.5,0.0444444444444444,3,1.75,4
64.3,7.3,0,0,54,2019-06-11,0,-85.3289,35.139325,0,4,35,2,"Tuesday",6,0,32.78,1,9,0.111111111111111,1,0.5,4
62.6,8,0,0,54,2019-06-11,0,-85.3289,35.139325,0,4,35,2,"Tuesday",6,1,35,0,5,0,1,0.5,4
65.5,11.8,0,0,54,2019-06-11,0,-85.3289,35.139325,0,4,35,2,"Tuesday",6,10,32.96,23,274.5,0.0837887067395264,22,23.75,4
68.5,12.3,0,0,54,2019-06-11,0,-85.3289,35.139325,0,4,35,2,"Tuesday",6,11,32.99,26,396,0.0656565656565657,23,22.75,4
61.2,9.4,0,0,54,2019-06-11,0,-85.3289,35.139325,0,4,35,2,"Tuesday",6,2,35,0,7,0,0,0.5,4
61.8,11.1,0,0,54,2019-06-11,0,-85.3289,35.139325,0,4,35,2,"Tuesday",6,3,21.59,1,3,0.333333333333333,0,0.5,4
60.2,11,0,0,54,2019-06-11,0,-85.3289,35.139325,0,4,35,2,"Tuesday",6,4,35,0,13.5,0,1,0.5,4
59,11.4,0,0,54,2019-06-11,0,-85.3289,35.139325,0,4,35,2,"Tuesday",6,5,30.19,3,32.5,0.0923076923076923,2,3.75,4
57.7,10.9,0,0,54,2019-06-11,0,-85.3289,35.139325,0,4,35,2,"Tuesday",6,6,37.83,8,109,0.073394495412844,6,11.5,4
56.7,10.6,0,0,54,2019-06-11,0,-85.3289,35.139325,0,4,35,2,"Tuesday",6,7,37.47,17,220,0.0772727272727273,16,20,4
58.3,11.3,0,0,54,2019-06-11,0,-85.3289,35.139325,0,4,35,2,"Tuesday",6,8,35.33,32,326.5,0.0980091883614089,23,24.5,4
62.2,12.6,0,0,54,2019-06-11,0,-85.3289,35.139325,0,4,35,2,"Tuesday",6,9,31.29,26,308,0.0844155844155844,18,22.5,4
66.6,5.2,0,0,55,2019-06-12,0,-85.314409,35.164727,0,7,51,6,"Wednesday",6,11,51,0,29.5,0,0,0,3
70.2,6.6,0.02,0,55,2019-06-12,0,-85.314409,35.164727,0,7,51,6,"Wednesday",6,12,51,0,31,0,0,0,3
72.1,7.3,0.02,0,55,2019-06-12,0,-85.314409,35.164727,0,7,51,6,"Wednesday",6,13,51,0,31.5,0,0,0,3
72.6,7.1,0.01,0,55,2019-06-12,0,-85.314409,35.164727,0,7,51,6,"Wednesday",6,14,51,0,30.5,0,0,0,3
74.9,7.8,0.001,0,55,2019-06-12,0,-85.314409,35.164727,0,7,51,6,"Wednesday",6,15,51,0,43,0,0,0,3
72.4,8.3,0.03,0,55,2019-06-12,0,-85.314409,35.164727,0,7,51,6,"Wednesday",6,16,51,0,39,0,0,0,3
67.8,6.9,0.05,0,55,2019-06-12,0,-85.314409,35.164727,0,7,51,6,"Wednesday",6,17,51,0,37,0,0,0,3
66.2,6.6,0.09,0,55,2019-06-12,0,-85.314409,35.164727,0,7,51,6,"Wednesday",6,18,51,0,36.5,0,0,0,3
65.4,6.4,0.09,0,55,2019-06-12,0,-85.314409,35.164727,0,7,51,6,"Wednesday",6,19,51,0,20,0,0,0,3
65.4,5.8,0.07,0,55,2019-06-12,0,-85.314409,35.164727,0,7,51,6,"Wednesday",6,20,51,0,20,0,0,0,3
65.9,6.4,0.06,0,55,2019-06-12,0,-85.314409,35.164727,0,7,51,6,"Wednesday",6,21,51,0,17,0,0,0,3
65.2,6.8,0.05,0,55,2019-06-12,0,-85.314409,35.164727,0,7,51,6,"Wednesday",6,22,51,0,7.5,0,0,0,3
64.5,7.2,0.02,0,55,2019-06-12,0,-85.314409,35.164727,0,7,51,6,"Wednesday",6,23,51,0,4.5,0,0,0,3
62.9,5.9,0.02,0,55,2019-06-13,0,-85.314409,35.164727,0,7,51,6,"Thursday",6,0,51,0,2.5,0,0,0,3
61.1,4.8,0.01,0,55,2019-06-13,0,-85.314409,35.164727,0,7,51,6,"Thursday",6,1,51,0,1,0,0,0,3
65.3,10.3,0,0,55,2019-06-13,0,-85.314409,35.164727,0,7,51,6,"Thursday",6,10,51,0,21,0,0,0,3
59.5,4,0.001,0,55,2019-06-13,0,-85.314409,35.164727,0,7,51,6,"Thursday",6,2,51,0,1,0,0,0,3
56.3,3.1,0,0,55,2019-06-13,0,-85.314409,35.164727,0,7,51,6,"Thursday",6,4,51,0,1,0,0,0,3
56.7,3.9,0.001,0,55,2019-06-13,0,-85.314409,35.164727,0,7,51,6,"Thursday",6,5,51,0,4,0,0,0,3
55.8,4.2,0,0,55,2019-06-13,0,-85.314409,35.164727,0,7,51,6,"Thursday",6,6,51,0,8.5,0,0,0,3
55.4,4.5,0,0,55,2019-06-13,0,-85.314409,35.164727,0,7,51,6,"Thursday",6,7,51,0,19.5,0,0,0,3
58.1,4.9,0,0,55,2019-06-13,0,-85.314409,35.164727,0,7,51,6,"Thursday",6,8,51,0,27,0,0,0,3
61.7,8.6,0,0,55,2019-06-13,0,-85.314409,35.164727,0,7,51,6,"Thursday",6,9,51,0,34,0,0,0,3
66.6,5.2,0,0,56,2019-06-12,0,-85.321639,35.167268,0,4,40,2,"Wednesday",6,11,43.88,20,254,0.078740157480315,25,20.75,8
70.2,6.6,0.02,0,56,2019-06-12,0,-85.321639,35.167268,0,4,40,2,"Wednesday",6,12,44.14,34,269,0.12639405204461,26,27.25,8
72.1,7.3,0.02,0,56,2019-06-12,0,-85.321639,35.167268,0,4,40,2,"Wednesday",6,13,44.97,28,283.5,0.0987654320987654,22,29.75,8
72.6,7.1,0.01,0,56,2019-06-12,0,-85.321639,35.167268,0,4,40,2,"Wednesday",6,14,42.72,12,260.5,0.0460652591170825,34,31.25,8
74.9,7.8,0.001,0,56,2019-06-12,0,-85.321639,35.167268,0,4,40,2,"Wednesday",6,15,43.75,30,296,0.101351351351351,19,25.5,8
72.4,8.3,0.03,0,56,2019-06-12,0,-85.321639,35.167268,0,4,40,2,"Wednesday",6,16,43.22,40,370,0.108108108108108,31,26.75,8
67.8,6.9,0.05,0,56,2019-06-12,0,-85.321639,35.167268,0,4,40,2,"Wednesday",6,17,42.84,50,347.5,0.143884892086331,35,41.5,8
66.2,6.6,0.09,0,56,2019-06-12,0,-85.321639,35.167268,0,4,40,2,"Wednesday",6,18,42.98,44,310.5,0.14170692431562,27,40.25,8
65.4,6.4,0.09,0,56,2019-06-12,0,-85.321639,35.167268,0,4,40,2,"Wednesday",6,19,44,26,194,0.134020618556701,27,27,8
65.4,5.8,0.07,0,56,2019-06-12,0,-85.321639,35.167268,0,4,40,2,"Wednesday",6,20,42.98,13,150.5,0.0863787375415282,19,22,8
65.9,6.4,0.06,0,56,2019-06-12,0,-85.321639,35.167268,0,4,40,2,"Wednesday",6,21,44.3,12,100.5,0.119402985074627,11,15.25,8
65.2,6.8,0.05,0,56,2019-06-12,0,-85.321639,35.167268,0,4,40,2,"Wednesday",6,22,39.53,16,62,0.258064516129032,10,7,8
64.5,7.2,0.02,0,56,2019-06-12,0,-85.321639,35.167268,0,4,40,2,"Wednesday",6,23,43.5,4,27,0.148148148148148,3,3.5,8
62.9,5.9,0.02,0,56,2019-06-13,0,-85.321639,35.167268,0,4,40,2,"Thursday",6,0,44.64,3,12,0.25,1,2.25,8
61.1,4.8,0.01,0,56,2019-06-13,0,-85.321639,35.167268,0,4,40,2,"Thursday",6,1,41.32,1,11.5,0.0869565217391304,2,1.25,8
65.3,10.3,0,0,56,2019-06-13,0,-85.321639,35.167268,0,4,40,2,"Thursday",6,10,43.06,18,239.5,0.0751565762004175,9,16.25,8
59.5,4,0.001,0,56,2019-06-13,0,-85.321639,35.167268,0,4,40,2,"Thursday",6,2,40,0,7.5,0,0,0.75,8
60.8,3.8,0.001,0,56,2019-06-13,0,-85.321639,35.167268,0,4,40,2,"Thursday",6,3,40,0,9.5,0,0,1,8
56.3,3.1,0,0,56,2019-06-13,0,-85.321639,35.167268,0,4,40,2,"Thursday",6,4,40,0,24.5,0,1,0.75,8
56.7,3.9,0.001,0,56,2019-06-13,0,-85.321639,35.167268,0,4,40,2,"Thursday",6,5,42.87,1,62.5,0.016,0,0.25,8
55.8,4.2,0,0,56,2019-06-13,0,-85.321639,35.167268,0,4,40,2,"Thursday",6,6,42.41,2,171,0.0116959064327485,3,3.25,8
55.4,4.5,0,0,56,2019-06-13,0,-85.321639,35.167268,0,4,40,2,"Thursday",6,7,44.1,9,261,0.0344827586206897,6,7.25,8
58.1,4.9,0,0,56,2019-06-13,0,-85.321639,35.167268,0,4,40,2,"Thursday",6,8,44.71,13,315,0.0412698412698413,10,17,8
61.7,8.6,0,0,56,2019-06-13,0,-85.321639,35.167268,0,4,40,2,"Thursday",6,9,42.96,24,254.5,0.0943025540275049,20,20,8
64.9,1.1,0,0,58,2019-04-22,0,-85.343755,35.100498,0,4,45,4,"Monday",4,10,42.65,13,135.5,0.0959409594095941,15,9,9
70.4,1.9,0,0,58,2019-04-22,0,-85.343755,35.100498,0,4,45,4,"Monday",4,11,42.85,16,135,0.118518518518519,8,7,9
74.3,2.5,0,0,58,2019-04-22,0,-85.343755,35.100498,0,4,45,4,"Monday",4,12,38.53,10,156,0.0641025641025641,17,15.75,9
76.2,2.9,0,0,58,2019-04-22,0,-85.343755,35.100498,0,4,45,4,"Monday",4,13,46.48,10,153.5,0.0651465798045603,8,7.25,9
78.1,2.4,0,0,58,2019-04-22,0,-85.343755,35.100498,0,4,45,4,"Monday",4,14,45.6,13,175.5,0.0740740740740741,10,10,9
79.6,1.9,0,0,58,2019-04-22,0,-85.343755,35.100498,0,4,45,4,"Monday",4,15,45.31,12,236,0.0508474576271186,10,9.5,9
79,1.1,0,0,58,2019-04-22,0,-85.343755,35.100498,0,4,45,4,"Monday",4,16,47.02,6,253.5,0.0236686390532544,11,12.25,9
77.8,1.1,0,0,58,2019-04-22,0,-85.343755,35.100498,0,4,45,4,"Monday",4,17,51.33,13,267.5,0.0485981308411215,15,12.25,9
76.2,1.5,0,0,58,2019-04-22,0,-85.343755,35.100498,0,4,45,4,"Monday",4,18,50.56,11,184,0.0597826086956522,9,8.75,9
74,2,0,0,58,2019-04-22,0,-85.343755,35.100498,0,4,45,4,"Monday",4,19,46.5,9,119,0.0756302521008403,4,3.25,9
69.3,2.5,0,0,58,2019-04-22,0,-85.343755,35.100498,0,4,45,4,"Monday",4,20,44.89,6,94.5,0.0634920634920635,4,3.5,9
68.1,2.6,0,0,58,2019-04-22,0,-85.343755,35.100498,0,4,45,4,"Monday",4,21,45.15,3,60,0.05,4,3.25,9
66.6,2.3,0,0,58,2019-04-22,0,-85.343755,35.100498,0,4,45,4,"Monday",4,22,46.19,3,55.5,0.0540540540540541,3,2.5,9
65.6,2.2,0,0,58,2019-04-22,0,-85.343755,35.100498,0,4,45,4,"Monday",4,23,41.94,1,42.5,0.0235294117647059,0,0.5,9
64.8,2.9,0,0,58,2019-04-23,0,-85.343755,35.100498,0,4,45,4,"Tuesday",4,0,45,0,13,0,0,0.25,9
64,3.7,0,0,58,2019-04-23,0,-85.343755,35.100498,0,4,45,4,"Tuesday",4,1,45,0,6.5,0,0,0.5,9
60.3,4.1,0,0,58,2019-04-23,0,-85.343755,35.100498,0,4,45,4,"Tuesday",4,2,44.58,2,7.5,0.266666666666667,0,1,9
57.6,4.7,0,0,58,2019-04-23,0,-85.343755,35.100498,0,4,45,4,"Tuesday",4,3,45,0,21.5,0,1,0.5,9
57.8,4,0,0,58,2019-04-23,0,-85.343755,35.100498,0,4,45,4,"Tuesday",4,4,45.26,3,31,0.0967741935483871,2,1.75,9
56.4,3.4,0,0,58,2019-04-23,0,-85.343755,35.100498,0,4,45,4,"Tuesday",4,5,43.19,2,97.5,0.0205128205128205,2,4.25,9
58.5,3,0,0,58,2019-04-23,0,-85.343755,35.100498,0,4,45,4,"Tuesday",4,6,46.38,12,222,0.0540540540540541,18,14,9
57.9,2.6,0,0,58,2019-04-23,0,-85.343755,35.100498,0,4,45,4,"Tuesday",4,7,44.48,18,218,0.0825688073394495,23,21.25,9
55.7,3,0,0,58,2019-04-23,0,-85.343755,35.100498,0,4,45,4,"Tuesday",4,8,47.17,11,153.5,0.0716612377850163,17,22.25,9
63.9,1.5,0,0,58,2019-04-23,0,-85.343755,35.100498,0,4,45,4,"Tuesday",4,9,49.71,14,140.5,0.099644128113879,11,14.25,9
74.5,4.6,0.01,0,59,2019-06-10,0,-85.327153,35.104286,0,4,35,5,"Monday",6,11,35.65,32,397.5,0.080503144654088,45,38,6
76.6,6.5,0.03,0,59,2019-06-10,0,-85.327153,35.104286,0,4,35,5,"Monday",6,12,35.62,43,430.5,0.099883855981417,45,43.25,6
78.7,8.7,0.03,0,59,2019-06-10,0,-85.327153,35.104286,0,4,35,5,"Monday",6,13,35.94,36,407.5,0.0883435582822086,25,33.25,6
81.3,10.2,0.01,0,59,2019-06-10,0,-85.327153,35.104286,0,4,35,5,"Monday",6,14,36.38,31,459.5,0.0674646354733406,47,44.75,6
80,10.1,0.03,0,59,2019-06-10,0,-85.327153,35.104286,0,4,35,5,"Monday",6,15,34.84,37,501.5,0.0737786640079761,52,44.25,6
79.6,11,0.02,0,59,2019-06-10,0,-85.327153,35.104286,0,4,35,5,"Monday",6,16,34.85,42,597,0.0703517587939698,58,46.25,6
77.4,12.1,0.02,0,59,2019-06-10,0,-85.327153,35.104286,0,4,35,5,"Monday",6,17,35.44,48,640,0.075,43,41.25,6
73.5,12.4,0.02,0,59,2019-06-10,0,-85.327153,35.104286,0,4,35,5,"Monday",6,18,36.34,30,475,0.0631578947368421,30,34,6
71,11.9,0.01,0,59,2019-06-10,0,-85.327153,35.104286,0,4,35,5,"Monday",6,19,37.03,24,345.5,0.0694645441389291,24,28,6
70,10,0,0,59,2019-06-10,0,-85.327153,35.104286,0,4,35,5,"Monday",6,20,37.57,22,297,0.0740740740740741,20,17.5,6
69.6,8.2,0.001,0,59,2019-06-10,0,-85.327153,35.104286,0,4,35,5,"Monday",6,21,32.97,13,224.5,0.0579064587973274,7,12.25,6
67.6,6.8,0,0,59,2019-06-10,0,-85.327153,35.104286,0,4,35,5,"Monday",6,22,36.11,11,145,0.0758620689655172,9,9.25,6
66,7.2,0,0,59,2019-06-10,0,-85.327153,35.104286,0,4,35,5,"Monday",6,23,40.54,3,82,0.0365853658536585,7,4.75,6
64.3,7.3,0,0,59,2019-06-11,0,-85.327153,35.104286,0,4,35,5,"Tuesday",6,0,35.19,2,41,0.0487804878048781,1,3.5,6
62.6,8,0,0,59,2019-06-11,0,-85.327153,35.104286,0,4,35,5,"Tuesday",6,1,34.91,4,27.5,0.145454545454545,2,1.5,6
65.5,11.8,0,0,59,2019-06-11,0,-85.327153,35.104286,0,4,35,5,"Tuesday",6,10,36.7,32,356.5,0.0897615708274895,27,31.5,6
61.2,9.4,0,0,59,2019-06-11,0,-85.327153,35.104286,0,4,35,5,"Tuesday",6,2,32.47,1,16.5,0.0606060606060606,1,1,6
61.8,11.1,0,0,59,2019-06-11,0,-85.327153,35.104286,0,4,35,5,"Tuesday",6,3,38.06,1,20.5,0.0487804878048781,2,0.5,6
60.2,11,0,0,59,2019-06-11,0,-85.327153,35.104286,0,4,35,5,"Tuesday",6,4,35.68,3,33.5,0.0895522388059701,4,4.25,6
59,11.4,0,0,59,2019-06-11,0,-85.327153,35.104286,0,4,35,5,"Tuesday",6,5,37.97,11,113.5,0.0969162995594714,8,10.25,6
57.7,10.9,0,0,59,2019-06-11,0,-85.327153,35.104286,0,4,35,5,"Tuesday",6,6,37.05,25,288,0.0868055555555556,31,27.25,6
56.7,10.6,0,0,59,2019-06-11,0,-85.327153,35.104286,0,4,35,5,"Tuesday",6,7,37.69,65,484,0.134297520661157,60,75.5,6
58.3,11.3,0,0,59,2019-06-11,0,-85.327153,35.104286,0,4,35,5,"Tuesday",6,8,37.52,81,448,0.180803571428571,69,78.5,6
62.2,12.6,0,0,59,2019-06-11,0,-85.327153,35.104286,0,4,35,5,"Tuesday",6,9,36.05,43,366,0.117486338797814,51,49.5,6
70.9,2.8,0.02,0,65,2019-06-05,0,-85.271621,35.103756,0,6,34,6,"Wednesday",6,10,34,0,43.5,0,0,0.25,10
73.2,3.7,0,0,65,2019-06-05,0,-85.271621,35.103756,0,6,34,6,"Wednesday",6,11,34,0,44,0,1,0.75,10
73.6,5.4,0.001,0,65,2019-06-05,0,-85.271621,35.103756,0,6,34,6,"Wednesday",6,12,34,0,56.5,0,0,0.25,10
73.7,5.8,0.001,0,65,2019-06-05,0,-85.271621,35.103756,0,6,34,6,"Wednesday",6,13,34,0,45.5,0,1,0.25,10
75.5,5.1,0.01,0,65,2019-06-05,0,-85.271621,35.103756,0,6,34,6,"Wednesday",6,14,34,0,40.5,0,0,0.5,10
80.7,6,0.001,0,65,2019-06-05,0,-85.271621,35.103756,0,6,34,6,"Wednesday",6,15,34,0,40.5,0,0,0.5,10
80.4,6.6,0.02,0,65,2019-06-05,0,-85.271621,35.103756,0,6,34,6,"Wednesday",6,16,34,0,43,0,0,0.75,10
82.7,9.1,0.01,0,65,2019-06-05,0,-85.271621,35.103756,0,6,34,6,"Wednesday",6,17,34,0,81,0,3,2,10
82.8,9.4,0,0,65,2019-06-05,0,-85.271621,35.103756,0,6,34,6,"Wednesday",6,18,34,0,62.5,0,3,1,10
80.4,7.9,0,0,65,2019-06-05,0,-85.271621,35.103756,0,6,34,6,"Wednesday",6,19,34,0,50.5,0,0,0,10
77.2,6.8,0,0,65,2019-06-05,0,-85.271621,35.103756,0,6,34,6,"Wednesday",6,20,34,0,48.5,0,1,0.25,10
77,9.5,0,0,65,2019-06-05,0,-85.271621,35.103756,0,6,34,6,"Wednesday",6,21,34,0,29,0,1,0.25,10
75,7.4,0,0,65,2019-06-05,0,-85.271621,35.103756,0,6,34,6,"Wednesday",6,22,34,0,18.5,0,1,0.25,10
72.7,5.5,0,0,65,2019-06-05,0,-85.271621,35.103756,0,6,34,6,"Wednesday",6,23,34,0,10.5,0,1,0.25,10
69.1,3.1,0.02,0,65,2019-06-05,0,-85.271621,35.103756,0,6,34,6,"Wednesday",6,9,34,0,40.5,0,0,0.25,10
71,5,0,0,65,2019-06-06,0,-85.271621,35.103756,0,6,34,6,"Thursday",6,0,34,0,3,0,0,0.25,10
69.9,4.7,0,0,65,2019-06-06,0,-85.271621,35.103756,0,6,34,6,"Thursday",6,1,34,0,3.5,0,0,0,10
69.8,6.3,0,0,65,2019-06-06,0,-85.271621,35.103756,0,6,34,6,"Thursday",6,2,34,0,3.5,0,1,0.25,10
69.4,6.5,0,0,65,2019-06-06,0,-85.271621,35.103756,0,6,34,6,"Thursday",6,3,34,0,2,0,0,0,10
68.3,4.3,0.001,0,65,2019-06-06,0,-85.271621,35.103756,0,6,34,6,"Thursday",6,4,34,0,4,0,0,0,10
67.8,3.3,0.001,0,65,2019-06-06,0,-85.271621,35.103756,0,6,34,6,"Thursday",6,5,34,0,5.5,0,0,0.25,10
67.3,2.7,0.02,0,65,2019-06-06,0,-85.271621,35.103756,0,6,34,6,"Thursday",6,6,34,0,21,0,0,0.5,10
67.5,3,0.04,0,65,2019-06-06,0,-85.271621,35.103756,0,6,34,6,"Thursday",6,7,34,0,40.5,0,1,0.5,10
68,3.1,0.06,0,65,2019-06-06,0,-85.271621,35.103756,0,6,34,6,"Thursday",6,8,34,0,44,0,1,0.25,10
51.1,2.7,0,0,66,2019-03-27,0,-85.218741,35.084463,0,7,49,6,"Wednesday",3,10,49,0,27,0,0,0,10
54.6,5.1,0,0,66,2019-03-27,0,-85.218741,35.084463,0,7,49,6,"Wednesday",3,11,49,0,35,0,0,0,10
57.5,5.4,0,0,66,2019-03-27,0,-85.218741,35.084463,0,7,49,6,"Wednesday",3,12,49,0,54,0,0,0,10
59.7,5.2,0,0,66,2019-03-27,0,-85.218741,35.084463,0,7,49,6,"Wednesday",3,13,35.88,1,48,0.0208333333333333,0,0,10
61.7,4.7,0,0,66,2019-03-27,0,-85.218741,35.084463,0,7,49,6,"Wednesday",3,14,49,0,45,0,0,0,10
64.1,4.1,0,0,66,2019-03-27,0,-85.218741,35.084463,0,7,49,6,"Wednesday",3,15,49,0,64,0,0,0,10
64,4.4,0,0,66,2019-03-27,0,-85.218741,35.084463,0,7,49,6,"Wednesday",3,16,49,0,112,0,0,0,10
63.6,4.2,0,0,66,2019-03-27,0,-85.218741,35.084463,0,7,49,6,"Wednesday",3,17,33.01,2,140,0.0142857142857143,0,0.5,10
62.4,4.8,0,0,66,2019-03-27,0,-85.218741,35.084463,0,7,49,6,"Wednesday",3,18,49,0,62.5,0,0,0,10
59,4.8,0,0,66,2019-03-27,0,-85.218741,35.084463,0,7,49,6,"Wednesday",3,19,49,0,49.5,0,0,0.25,10
52,6.2,0,0,66,2019-03-27,0,-85.218741,35.084463,0,7,49,6,"Wednesday",3,20,49,0,47.5,0,0,0.25,10
52.2,6.6,0,0,66,2019-03-27,0,-85.218741,35.084463,0,7,49,6,"Wednesday",3,21,49,0,21.5,0,0,0,10
50.4,6.5,0,0,66,2019-03-27,0,-85.218741,35.084463,0,7,49,6,"Wednesday",3,22,49,0,11.5,0,0,0,10
48.7,6.2,0,0,66,2019-03-27,0,-85.218741,35.084463,0,7,49,6,"Wednesday",3,23,49,0,9.5,0,0,0,10
47.5,6.2,0,0,66,2019-03-28,0,-85.218741,35.084463,0,7,49,6,"Thursday",3,0,49,0,6.5,0,0,0,10
46.1,6,0,0,66,2019-03-28,0,-85.218741,35.084463,0,7,49,6,"Thursday",3,1,49,0,4,0,0,0,10
44.8,5.8,0,0,66,2019-03-28,0,-85.218741,35.084463,0,7,49,6,"Thursday",3,2,49,0,1.5,0,0,0,10
44.3,5.8,0,0,66,2019-03-28,0,-85.218741,35.084463,0,7,49,6,"Thursday",3,3,49,0,2,0,0,0,10
44,6.5,0,0,66,2019-03-28,0,-85.218741,35.084463,0,7,49,6,"Thursday",3,4,49,0,4.5,0,0,0,10
43.1,6.3,0,0,66,2019-03-28,0,-85.218741,35.084463,0,7,49,6,"Thursday",3,5,49,0,5,0,0,0,10
41.6,5.7,0,0,66,2019-03-28,0,-85.218741,35.084463,0,7,49,6,"Thursday",3,6,49,0,21.5,0,1,0.5,10
40.2,5,0,0,66,2019-03-28,0,-85.218741,35.084463,0,7,49,6,"Thursday",3,7,33.9,4,60,0.0666666666666667,0,1.75,10
40.5,4.7,0,0,66,2019-03-28,0,-85.218741,35.084463,0,7,49,6,"Thursday",3,8,31.22,1,42,0.0238095238095238,0,0.25,10
46.7,4.8,0,0,66,2019-03-28,0,-85.218741,35.084463,0,7,49,6,"Thursday",3,9,36.04,1,36,0.0277777777777778,0,0.25,10
51.1,2.7,0,0,67,2019-03-27,0,-85.214055,35.085354,0,7,40,5,"Wednesday",3,10,40.58,4,78.5,0.0509554140127389,4,5.5,8
54.6,5.1,0,0,67,2019-03-27,0,-85.214055,35.085354,0,7,40,5,"Wednesday",3,11,40.08,2,95.5,0.0209424083769634,2,5.25,8
57.5,5.4,0,0,67,2019-03-27,0,-85.214055,35.085354,0,7,40,5,"Wednesday",3,12,32.62,2,98.5,0.0203045685279188,5,4.25,8
59.7,5.2,0,0,67,2019-03-27,0,-85.214055,35.085354,0,7,40,5,"Wednesday",3,13,40.43,7,99,0.0707070707070707,6,4.5,8
61.7,4.7,0,0,67,2019-03-27,0,-85.214055,35.085354,0,7,40,5,"Wednesday",3,14,40.78,6,101,0.0594059405940594,3,3,8
64.1,4.1,0,0,67,2019-03-27,0,-85.214055,35.085354,0,7,40,5,"Wednesday",3,15,44,4,108.5,0.0368663594470046,5,4.5,8
64,4.4,0,0,67,2019-03-27,0,-85.214055,35.085354,0,7,40,5,"Wednesday",3,16,43.22,5,106,0.0471698113207547,5,5.25,8
63.6,4.2,0,0,67,2019-03-27,0,-85.214055,35.085354,0,7,40,5,"Wednesday",3,17,41.44,27,177,0.152542372881356,6,6,8
62.4,4.8,0,0,67,2019-03-27,0,-85.214055,35.085354,0,7,40,5,"Wednesday",3,18,40.67,6,83.5,0.0718562874251497,4,4.75,8
59,4.8,0,0,67,2019-03-27,0,-85.214055,35.085354,0,7,40,5,"Wednesday",3,19,33.09,3,47,0.0638297872340425,4,3.5,8
52,6.2,0,0,67,2019-03-27,0,-85.214055,35.085354,0,7,40,5,"Wednesday",3,20,41.79,2,41,0.0487804878048781,2,0.75,8
52.2,6.6,0,0,67,2019-03-27,0,-85.214055,35.085354,0,7,40,5,"Wednesday",3,21,37.13,1,28,0.0357142857142857,0,0.75,8
50.4,6.5,0,0,67,2019-03-27,0,-85.214055,35.085354,0,7,40,5,"Wednesday",3,22,40,0,11.5,0,0,1.25,8
48.7,6.2,0,0,67,2019-03-27,0,-85.214055,35.085354,0,7,40,5,"Wednesday",3,23,31.46,2,18.5,0.108108108108108,1,0.25,8
47.5,6.2,0,0,67,2019-03-28,0,-85.214055,35.085354,0,7,40,5,"Thursday",3,0,40,0,4,0,0,0,8
46.1,6,0,0,67,2019-03-28,0,-85.214055,35.085354,0,7,40,5,"Thursday",3,1,40,0,1.5,0,0,0,8
44.8,5.8,0,0,67,2019-03-28,0,-85.214055,35.085354,0,7,40,5,"Thursday",3,2,38.99,1,4,0.25,0,0,8
44.3,5.8,0,0,67,2019-03-28,0,-85.214055,35.085354,0,7,40,5,"Thursday",3,3,40,0,2,0,0,0,8
44,6.5,0,0,67,2019-03-28,0,-85.214055,35.085354,0,7,40,5,"Thursday",3,4,40,0,5,0,0,0.5,8
43.1,6.3,0,0,67,2019-03-28,0,-85.214055,35.085354,0,7,40,5,"Thursday",3,5,40,0,15.5,0,0,0.75,8
