"Temp","WindSp","Precip","Snow","StationId","Date","Dir","Long","Lat","NumberOfLanes","FC","SpeedLimit","FRC","DayOfWeek","Month","Hour","AvgSp","ProbeCount","Volume","PenRate","ProbeCountLastWeek","AvgProbeCountLastMonth","fold"
56.8,2.4,0.01,0,1,2019-02-05,0,-85.091041,35.422055,0,3,55,2,"Tuesday",2,10,62.84,22,392,0.0561224489795918,12,18.75,9
58.2,2.2,0.01,0,1,2019-02-05,0,-85.091041,35.422055,0,3,55,2,"Tuesday",2,11,62.04,28,405.5,0.0690505548705302,19,24,9
56.7,5,0.01,0,1,2019-02-05,0,-85.091041,35.422055,0,3,55,2,"Tuesday",2,2,60.27,1,30,0.0333333333333333,2,1.5,9
56.7,5.3,0.001,0,1,2019-02-05,0,-85.091041,35.422055,0,3,55,2,"Tuesday",2,3,64.16,2,41,0.0487804878048781,1,1,9
56.5,4.8,0.001,0,1,2019-02-05,0,-85.091041,35.422055,0,3,55,2,"Tuesday",2,4,65.71,2,92,0.0217391304347826,2,2,9
56.2,4.2,0.01,0,1,2019-02-05,0,-85.091041,35.422055,0,3,55,2,"Tuesday",2,5,66.56,12,267,0.0449438202247191,8,7.5,9
56,3.7,0.02,0,1,2019-02-05,0,-85.091041,35.422055,0,3,55,2,"Tuesday",2,6,63.66,29,490,0.0591836734693878,7,21.5,9
55.7,3.1,0.03,0,1,2019-02-05,0,-85.091041,35.422055,0,3,55,2,"Tuesday",2,7,63.82,35,546.5,0.0640439158279963,16,28.5,9
54.9,0.3,0.03,0,1,2019-02-05,0,-85.091041,35.422055,0,3,55,2,"Tuesday",2,8,64.34,33,472,0.0699152542372881,15,20,9
55.5,2.2,0.01,0,1,2019-02-05,0,-85.091041,35.422055,0,3,55,2,"Tuesday",2,9,59.4,16,413.5,0.0386940749697703,9,18,9
56.5,8.6,0.001,0,4,2019-02-04,0,-84.993844,35.370028,0,3,55,4,"Monday",2,13,49.92,6,134.5,0.0446096654275093,12,9,9
59.1,9.1,0,0,4,2019-02-04,0,-84.993844,35.370028,0,3,55,4,"Monday",2,14,45.48,17,168,0.101190476190476,16,11.25,9
59.7,9.1,0,0,4,2019-02-04,0,-84.993844,35.370028,0,3,55,4,"Monday",2,15,51.85,10,196,0.0510204081632653,13,9.5,9
59.2,8.3,0.001,0,4,2019-02-04,0,-84.993844,35.370028,0,3,55,4,"Monday",2,16,44.48,12,244,0.0491803278688525,10,10.5,9
58,6.1,0,0,4,2019-02-04,0,-84.993844,35.370028,0,3,55,4,"Monday",2,17,52.95,7,229.5,0.0305010893246187,17,14.75,9
56.3,5.5,0.001,0,4,2019-02-04,0,-84.993844,35.370028,0,3,55,4,"Monday",2,18,49.71,5,136.5,0.0366300366300366,10,8.5,9
55.6,5.2,0.001,0,4,2019-02-04,0,-84.993844,35.370028,0,3,55,4,"Monday",2,19,48,4,84,0.0476190476190476,8,6.25,9
56.9,4.2,0.01,0,4,2019-02-04,0,-84.993844,35.370028,0,3,55,4,"Monday",2,20,50.99,8,68.5,0.116788321167883,5,3.25,9
57,4.8,0.01,0,4,2019-02-04,0,-84.993844,35.370028,0,3,55,4,"Monday",2,21,56,4,36,0.111111111111111,1,2.75,9
57.1,5.3,0.02,0,4,2019-02-04,0,-84.993844,35.370028,0,3,55,4,"Monday",2,22,55,0,32.5,0,3,2.25,9
57.2,5.8,0.02,0,4,2019-02-04,0,-84.993844,35.370028,0,3,55,4,"Monday",2,23,55,0,15,0,0,0.25,9
57.3,6.5,0.03,0,4,2019-02-05,0,-84.993844,35.370028,0,3,55,4,"Tuesday",2,0,55,0,11.5,0,3,0.75,9
57.3,7.1,0.02,0,4,2019-02-05,0,-84.993844,35.370028,0,3,55,4,"Tuesday",2,1,55,0,5,0,0,0,9
56.8,2.4,0.01,0,4,2019-02-05,0,-84.993844,35.370028,0,3,55,4,"Tuesday",2,10,48.17,11,134,0.082089552238806,9,7.75,9
58.2,2.2,0.01,0,4,2019-02-05,0,-84.993844,35.370028,0,3,55,4,"Tuesday",2,11,46.85,10,136,0.0735294117647059,3,7.25,9
60.2,2.5,0,0,4,2019-02-05,0,-84.993844,35.370028,0,3,55,4,"Tuesday",2,12,49.3,6,166.5,0.036036036036036,3,7.5,9
56.7,5,0.01,0,4,2019-02-05,0,-84.993844,35.370028,0,3,55,4,"Tuesday",2,2,55,0,14.5,0,2,0.5,9
56.7,5.3,0.001,0,4,2019-02-05,0,-84.993844,35.370028,0,3,55,4,"Tuesday",2,3,55,0,15.5,0,0,0,9
56.5,4.8,0.001,0,4,2019-02-05,0,-84.993844,35.370028,0,3,55,4,"Tuesday",2,4,60.74,2,36.5,0.0547945205479452,1,3,9
56.2,4.2,0.01,0,4,2019-02-05,0,-84.993844,35.370028,0,3,55,4,"Tuesday",2,5,55.87,6,80,0.075,0,2.25,9
56,3.7,0.02,0,4,2019-02-05,0,-84.993844,35.370028,0,3,55,4,"Tuesday",2,6,51.33,11,162.5,0.0676923076923077,5,9.25,9
55.7,3.1,0.03,0,4,2019-02-05,0,-84.993844,35.370028,0,3,55,4,"Tuesday",2,7,50.61,10,186,0.0537634408602151,5,6,9
54.9,0.3,0.03,0,4,2019-02-05,0,-84.993844,35.370028,0,3,55,4,"Tuesday",2,8,52.58,9,172.5,0.0521739130434783,4,8.75,9
55.5,2.2,0.01,0,4,2019-02-05,0,-84.993844,35.370028,0,3,55,4,"Tuesday",2,9,48.64,9,129.5,0.0694980694980695,4,6.5,9
56.5,8.6,0.001,0,5,2019-02-04,0,-84.998414,35.348575,0,5,45,5,"Monday",2,13,45,0,21,0,0,0.25,7
59.1,9.1,0,0,5,2019-02-04,0,-84.998414,35.348575,0,5,45,5,"Monday",2,14,45,0,23,0,0,0.75,7
59.7,9.1,0,0,5,2019-02-04,0,-84.998414,35.348575,0,5,45,5,"Monday",2,15,45,0,32.5,0,0,0.5,7
59.2,8.3,0.001,0,5,2019-02-04,0,-84.998414,35.348575,0,5,45,5,"Monday",2,16,35.73,2,39,0.0512820512820513,1,1,7
58,6.1,0,0,5,2019-02-04,0,-84.998414,35.348575,0,5,45,5,"Monday",2,17,54.37,2,30.5,0.0655737704918033,1,0.5,7
56.3,5.5,0.001,0,5,2019-02-04,0,-84.998414,35.348575,0,5,45,5,"Monday",2,18,58.72,1,26.5,0.0377358490566038,1,0.5,7
55.6,5.2,0.001,0,5,2019-02-04,0,-84.998414,35.348575,0,5,45,5,"Monday",2,19,57.17,1,13,0.0769230769230769,0,0.25,7
56.9,4.2,0.01,0,5,2019-02-04,0,-84.998414,35.348575,0,5,45,5,"Monday",2,20,45,0,9,0,1,0.5,7
57,4.8,0.01,0,5,2019-02-04,0,-84.998414,35.348575,0,5,45,5,"Monday",2,21,45,0,7,0,0,0,7
57.1,5.3,0.02,0,5,2019-02-04,0,-84.998414,35.348575,0,5,45,5,"Monday",2,22,45,0,2,0,0,0,7
57.2,5.8,0.02,0,5,2019-02-04,0,-84.998414,35.348575,0,5,45,5,"Monday",2,23,45,0,1.5,0,0,0,7
57.3,6.5,0.03,0,5,2019-02-05,0,-84.998414,35.348575,0,5,45,5,"Tuesday",2,0,45,0,2,0,0,0,7
56.8,2.4,0.01,0,5,2019-02-05,0,-84.998414,35.348575,0,5,45,5,"Tuesday",2,10,54.37,1,16,0.0625,0,1.25,7
58.2,2.2,0.01,0,5,2019-02-05,0,-84.998414,35.348575,0,5,45,5,"Tuesday",2,11,45,0,15,0,1,0.5,7
60.2,2.5,0,0,5,2019-02-05,0,-84.998414,35.348575,0,5,45,5,"Tuesday",2,12,53.44,2,22.5,0.0888888888888889,2,1,7
56.7,5.3,0.001,0,5,2019-02-05,0,-84.998414,35.348575,0,5,45,5,"Tuesday",2,3,45,0,2.5,0,0,0,7
56.5,4.8,0.001,0,5,2019-02-05,0,-84.998414,35.348575,0,5,45,5,"Tuesday",2,4,45,0,5,0,0,0,7
56.2,4.2,0.01,0,5,2019-02-05,0,-84.998414,35.348575,0,5,45,5,"Tuesday",2,5,35.26,1,6.5,0.153846153846154,0,0.5,7
56,3.7,0.02,0,5,2019-02-05,0,-84.998414,35.348575,0,5,45,5,"Tuesday",2,6,54.06,4,21,0.19047619047619,0,4.5,7
55.7,3.1,0.03,0,5,2019-02-05,0,-84.998414,35.348575,0,5,45,5,"Tuesday",2,7,55.61,1,18,0.0555555555555556,1,1.25,7
54.9,0.3,0.03,0,5,2019-02-05,0,-84.998414,35.348575,0,5,45,5,"Tuesday",2,8,45,0,21,0,0,0.5,7
55.5,2.2,0.01,0,5,2019-02-05,0,-84.998414,35.348575,0,5,45,5,"Tuesday",2,9,50.95,1,13.5,0.0740740740740741,0,0.5,7
43.8,5.5,0.01,0,6,2019-02-11,0,-85.018097,35.312613,0,6,58,6,"Monday",2,11,58,0,4,0,0,0,7
44.5,5.7,0.01,0,6,2019-02-11,0,-85.018097,35.312613,0,6,58,6,"Monday",2,12,58,0,6.5,0,0,0,7
45.5,5.7,0.001,0,6,2019-02-11,0,-85.018097,35.312613,0,6,58,6,"Monday",2,13,58,0,8.5,0,0,0,7
47.7,5.3,0.001,0,6,2019-02-11,0,-85.018097,35.312613,0,6,58,6,"Monday",2,14,58,0,10,0,0,0,7
49.4,5.8,0.001,0,6,2019-02-11,0,-85.018097,35.312613,0,6,58,6,"Monday",2,15,58,0,18,0,0,0,7
49.9,5.1,0.001,0,6,2019-02-11,0,-85.018097,35.312613,0,6,58,6,"Monday",2,16,58,0,16.5,0,0,0,7
49.5,3.9,0.001,0,6,2019-02-11,0,-85.018097,35.312613,0,6,58,6,"Monday",2,17,58,0,16.5,0,0,0,7
48.2,3.4,0,0,6,2019-02-11,0,-85.018097,35.312613,0,6,58,6,"Monday",2,18,58,0,15,0,0,0,7
47.9,3.5,0.01,0,6,2019-02-11,0,-85.018097,35.312613,0,6,58,6,"Monday",2,19,58,0,8,0,0,0,7
49.1,3.1,0.01,0,6,2019-02-11,0,-85.018097,35.312613,0,6,58,6,"Monday",2,20,58,0,4,0,0,0,7
49.4,3.2,0.04,0,6,2019-02-11,0,-85.018097,35.312613,0,6,58,6,"Monday",2,21,58,0,6.5,0,0,0,7
49.7,4.3,0.06,0,6,2019-02-11,0,-85.018097,35.312613,0,6,58,6,"Monday",2,22,58,0,2,0,0,0,7
49.9,5,0.02,0,6,2019-02-11,0,-85.018097,35.312613,0,6,58,6,"Monday",2,23,58,0,0.5,0,0,0,7
50.3,6.1,0.01,0,6,2019-02-12,0,-85.018097,35.312613,0,6,58,6,"Tuesday",2,0,58,0,1.5,0,0,0,7
60,19.7,0.02,0,6,2019-02-12,0,-85.018097,35.312613,0,6,58,6,"Tuesday",2,10,58,0,10,0,0,0,7
50.4,9.1,0.001,0,6,2019-02-12,0,-85.018097,35.312613,0,6,58,6,"Tuesday",2,4,58,0,3,0,0,0,7
51.5,9.5,0.01,0,6,2019-02-12,0,-85.018097,35.312613,0,6,58,6,"Tuesday",2,5,58,0,4.5,0,0,0,7
52.6,10.3,0.01,0,6,2019-02-12,0,-85.018097,35.312613,0,6,58,6,"Tuesday",2,6,58,0,11,0,0,0,7
54.2,11.5,0.01,0,6,2019-02-12,0,-85.018097,35.312613,0,6,58,6,"Tuesday",2,7,58,0,15.5,0,0,0,7
57.7,14.6,0.01,0,6,2019-02-12,0,-85.018097,35.312613,0,6,58,6,"Tuesday",2,8,58,0,11,0,0,0,7
59.1,18.6,0,0,6,2019-02-12,0,-85.018097,35.312613,0,6,58,6,"Tuesday",2,9,58,0,9,0,0,0,7
43.1,5.3,0.01,0,8,2019-02-11,0,-84.968024,35.308,0,3,55,4,"Monday",2,10,51.99,3,129.5,0.0231660231660232,8,8.75,6
43.8,5.5,0.01,0,8,2019-02-11,0,-84.968024,35.308,0,3,55,4,"Monday",2,11,46.5,6,131,0.0458015267175573,10,9,6
44.5,5.7,0.01,0,8,2019-02-11,0,-84.968024,35.308,0,3,55,4,"Monday",2,12,53.13,9,132,0.0681818181818182,4,5.25,6
45.5,5.7,0.001,0,8,2019-02-11,0,-84.968024,35.308,0,3,55,4,"Monday",2,13,51.8,7,168,0.0416666666666667,13,9,6
47.7,5.3,0.001,0,8,2019-02-11,0,-84.968024,35.308,0,3,55,4,"Monday",2,14,50.22,10,168.5,0.0593471810089021,13,11.5,6
49.4,5.8,0.001,0,8,2019-02-11,0,-84.968024,35.308,0,3,55,4,"Monday",2,15,50.33,7,217.5,0.032183908045977,11,10.75,6
49.9,5.1,0.001,0,8,2019-02-11,0,-84.968024,35.308,0,3,55,4,"Monday",2,16,50.59,6,241,0.024896265560166,15,10.75,6
49.5,3.9,0.001,0,8,2019-02-11,0,-84.968024,35.308,0,3,55,4,"Monday",2,17,53.33,9,271,0.033210332103321,6,12.75,6
48.2,3.4,0,0,8,2019-02-11,0,-84.968024,35.308,0,3,55,4,"Monday",2,18,52.78,15,172.5,0.0869565217391304,10,9.5,6
47.9,3.5,0.01,0,8,2019-02-11,0,-84.968024,35.308,0,3,55,4,"Monday",2,19,49.06,12,115.5,0.103896103896104,7,6,6
49.1,3.1,0.01,0,8,2019-02-11,0,-84.968024,35.308,0,3,55,4,"Monday",2,20,48.92,11,79.5,0.138364779874214,8,4.25,6
49.4,3.2,0.04,0,8,2019-02-11,0,-84.968024,35.308,0,3,55,4,"Monday",2,21,35.73,1,51,0.0196078431372549,3,3.25,6
49.7,4.3,0.06,0,8,2019-02-11,0,-84.968024,35.308,0,3,55,4,"Monday",2,22,46.91,1,27,0.037037037037037,0,1.5,6
49.9,5,0.02,0,8,2019-02-11,0,-84.968024,35.308,0,3,55,4,"Monday",2,23,52.82,1,27,0.037037037037037,0,0,6
50.3,6.1,0.01,0,8,2019-02-12,0,-84.968024,35.308,0,3,55,4,"Tuesday",2,0,55,0,9.5,0,0,0.5,6
50.6,6.8,0.01,0,8,2019-02-12,0,-84.968024,35.308,0,3,55,4,"Tuesday",2,1,55,0,12.5,0,1,0.25,6
49.2,6.7,0.01,0,8,2019-02-12,0,-84.968024,35.308,0,3,55,4,"Tuesday",2,2,55,0,16,0,0,0,6
49.7,8.7,0.001,0,8,2019-02-12,0,-84.968024,35.308,0,3,55,4,"Tuesday",2,3,55,0,20,0,0,0,6
50.4,9.1,0.001,0,8,2019-02-12,0,-84.968024,35.308,0,3,55,4,"Tuesday",2,4,62.76,2,40,0.05,2,2.75,6
51.5,9.5,0.01,0,8,2019-02-12,0,-84.968024,35.308,0,3,55,4,"Tuesday",2,5,52.51,4,96.5,0.0414507772020725,4,2.75,6
52.6,10.3,0.01,0,8,2019-02-12,0,-84.968024,35.308,0,3,55,4,"Tuesday",2,6,46.95,4,184,0.0217391304347826,11,9.5,6
54.2,11.5,0.01,0,8,2019-02-12,0,-84.968024,35.308,0,3,55,4,"Tuesday",2,7,51.25,15,210.5,0.0712589073634204,13,9,6
57.7,14.6,0.01,0,8,2019-02-12,0,-84.968024,35.308,0,3,55,4,"Tuesday",2,8,51.96,16,164,0.0975609756097561,11,8,6
59.1,18.6,0,0,8,2019-02-12,0,-84.968024,35.308,0,3,55,4,"Tuesday",2,9,56.05,5,144.5,0.0346020761245675,7,10,6
43.1,5.3,0.01,0,9,2019-02-11,0,-84.952251,35.295511,0,3,40,4,"Monday",2,10,52.02,7,176.5,0.0396600566572238,9,11,3
43.8,5.5,0.01,0,9,2019-02-11,0,-84.952251,35.295511,0,3,40,4,"Monday",2,11,47.69,7,169.5,0.0412979351032448,10,10.5,3
44.5,5.7,0.01,0,9,2019-02-11,0,-84.952251,35.295511,0,3,40,4,"Monday",2,12,47.15,12,171.5,0.0699708454810496,6,7.25,3
45.5,5.7,0.001,0,9,2019-02-11,0,-84.952251,35.295511,0,3,40,4,"Monday",2,13,49.48,8,198,0.0404040404040404,9,8,3
47.7,5.3,0.001,0,9,2019-02-11,0,-84.952251,35.295511,0,3,40,4,"Monday",2,14,47.91,12,217,0.0552995391705069,10,10.75,3
49.4,5.8,0.001,0,9,2019-02-11,0,-84.952251,35.295511,0,3,40,4,"Monday",2,15,47.34,14,260,0.0538461538461538,12,12,3
49.9,5.1,0.001,0,9,2019-02-11,0,-84.952251,35.295511,0,3,40,4,"Monday",2,16,47.32,11,288.5,0.0381282495667244,12,12,3
49.5,3.9,0.001,0,9,2019-02-11,0,-84.952251,35.295511,0,3,40,4,"Monday",2,17,49.8,12,273.5,0.0438756855575868,5,14.75,3
48.2,3.4,0,0,9,2019-02-11,0,-84.952251,35.295511,0,3,40,4,"Monday",2,18,50.16,16,201,0.0796019900497512,11,8.5,3
47.9,3.5,0.01,0,9,2019-02-11,0,-84.952251,35.295511,0,3,40,4,"Monday",2,19,49.16,13,127,0.102362204724409,4,3.75,3
49.1,3.1,0.01,0,9,2019-02-11,0,-84.952251,35.295511,0,3,40,4,"Monday",2,20,48.61,11,98.5,0.111675126903553,7,5,3
49.4,3.2,0.04,0,9,2019-02-11,0,-84.952251,35.295511,0,3,40,4,"Monday",2,21,43.5,2,60.5,0.0330578512396694,6,3.5,3
49.7,4.3,0.06,0,9,2019-02-11,0,-84.952251,35.295511,0,3,40,4,"Monday",2,22,40,0,36,0,2,2.75,3
49.9,5,0.02,0,9,2019-02-11,0,-84.952251,35.295511,0,3,40,4,"Monday",2,23,41.01,1,32,0.03125,0,0.75,3
50.3,6.1,0.01,0,9,2019-02-12,0,-84.952251,35.295511,0,3,40,4,"Tuesday",2,0,40,0,10,0,0,0.5,3
50.6,6.8,0.01,0,9,2019-02-12,0,-84.952251,35.295511,0,3,40,4,"Tuesday",2,1,52.3,3,14.5,0.206896551724138,2,1.25,3
49.2,6.7,0.01,0,9,2019-02-12,0,-84.952251,35.295511,0,3,40,4,"Tuesday",2,2,40,0,13.5,0,0,0.25,3
49.7,8.7,0.001,0,9,2019-02-12,0,-84.952251,35.295511,0,3,40,4,"Tuesday",2,3,40,0,15.5,0,0,0,3
50.4,9.1,0.001,0,9,2019-02-12,0,-84.952251,35.295511,0,3,40,4,"Tuesday",2,4,63.07,1,34,0.0294117647058824,1,1.5,3
51.5,9.5,0.01,0,9,2019-02-12,0,-84.952251,35.295511,0,3,40,4,"Tuesday",2,5,50.85,3,86,0.0348837209302326,4,3,3
52.6,10.3,0.01,0,9,2019-02-12,0,-84.952251,35.295511,0,3,40,4,"Tuesday",2,6,48,4,156.5,0.0255591054313099,7,6.5,3
54.2,11.5,0.01,0,9,2019-02-12,0,-84.952251,35.295511,0,3,40,4,"Tuesday",2,7,43.36,13,236.5,0.0549682875264271,13,10.5,3
57.7,14.6,0.01,0,9,2019-02-12,0,-84.952251,35.295511,0,3,40,4,"Tuesday",2,8,47.7,14,197.5,0.0708860759493671,14,10.5,3
59.1,18.6,0,0,9,2019-02-12,0,-84.952251,35.295511,0,3,40,4,"Tuesday",2,9,47.22,9,143,0.0629370629370629,9,11.75,3
43.1,5.3,0.01,0,10,2019-02-11,0,-84.954709,35.285107,0,6,45,4,"Monday",2,10,57.48,1,23.5,0.0425531914893617,3,1,5
43.8,5.5,0.01,0,10,2019-02-11,0,-84.954709,35.285107,0,6,45,4,"Monday",2,11,49.19,3,25,0.12,2,2.5,5
44.5,5.7,0.01,0,10,2019-02-11,0,-84.954709,35.285107,0,6,45,4,"Monday",2,12,58.41,2,32,0.0625,2,1.75,5
45.5,5.7,0.001,0,10,2019-02-11,0,-84.954709,35.285107,0,6,45,4,"Monday",2,13,52.71,3,36,0.0833333333333333,4,1.75,5
47.7,5.3,0.001,0,10,2019-02-11,0,-84.954709,35.285107,0,6,45,4,"Monday",2,14,53.13,3,35,0.0857142857142857,1,1.75,5
49.4,5.8,0.001,0,10,2019-02-11,0,-84.954709,35.285107,0,6,45,4,"Monday",2,15,52.97,2,48,0.0416666666666667,4,3.25,5
49.9,5.1,0.001,0,10,2019-02-11,0,-84.954709,35.285107,0,6,45,4,"Monday",2,16,55.92,1,53,0.0188679245283019,3,2.75,5
49.5,3.9,0.001,0,10,2019-02-11,0,-84.954709,35.285107,0,6,45,4,"Monday",2,17,56.86,1,47.5,0.0210526315789474,3,3.75,5
48.2,3.4,0,0,10,2019-02-11,0,-84.954709,35.285107,0,6,45,4,"Monday",2,18,54.37,1,33,0.0303030303030303,4,2.75,5
47.9,3.5,0.01,0,10,2019-02-11,0,-84.954709,35.285107,0,6,45,4,"Monday",2,19,36.66,1,21.5,0.0465116279069767,0,0,5
49.1,3.1,0.01,0,10,2019-02-11,0,-84.954709,35.285107,0,6,45,4,"Monday",2,20,45,0,14,0,1,1.25,5
49.4,3.2,0.04,0,10,2019-02-11,0,-84.954709,35.285107,0,6,45,4,"Monday",2,21,45,0,9.5,0,0,0.75,5
49.7,4.3,0.06,0,10,2019-02-11,0,-84.954709,35.285107,0,6,45,4,"Monday",2,22,59.34,1,6.5,0.153846153846154,0,0.25,5
49.9,5,0.02,0,10,2019-02-11,0,-84.954709,35.285107,0,6,45,4,"Monday",2,23,45,0,2.5,0,2,0.5,5
50.3,6.1,0.01,0,10,2019-02-12,0,-84.954709,35.285107,0,6,45,4,"Tuesday",2,0,45,0,1.5,0,0,0,5
50.6,6.8,0.01,0,10,2019-02-12,0,-84.954709,35.285107,0,6,45,4,"Tuesday",2,1,45,0,1,0,0,0,5
49.2,6.7,0.01,0,10,2019-02-12,0,-84.954709,35.285107,0,6,45,4,"Tuesday",2,2,45,0,0.5,0,0,0,5
49.7,8.7,0.001,0,10,2019-02-12,0,-84.954709,35.285107,0,6,45,4,"Tuesday",2,3,45,0,4,0,0,0,5
50.4,9.1,0.001,0,10,2019-02-12,0,-84.954709,35.285107,0,6,45,4,"Tuesday",2,4,45,0,6,0,0,0,5
51.5,9.5,0.01,0,10,2019-02-12,0,-84.954709,35.285107,0,6,45,4,"Tuesday",2,5,45,0,11.5,0,1,1,5
52.6,10.3,0.01,0,10,2019-02-12,0,-84.954709,35.285107,0,6,45,4,"Tuesday",2,6,55.61,3,24,0.125,2,1,5
54.2,11.5,0.01,0,10,2019-02-12,0,-84.954709,35.285107,0,6,45,4,"Tuesday",2,7,51.11,2,46.5,0.043010752688172,1,2,5
57.7,14.6,0.01,0,10,2019-02-12,0,-84.954709,35.285107,0,6,45,4,"Tuesday",2,8,52.66,2,35,0.0571428571428571,3,2.25,5
59.1,18.6,0,0,10,2019-02-12,0,-84.954709,35.285107,0,6,45,4,"Tuesday",2,9,48.31,2,26,0.0769230769230769,4,1.75,5
49.9,4.9,0.001,0,12,2019-02-04,0,-85.124861,35.312024,0,7,59,5,"Monday",2,10,41.09,2,99.5,0.0201005025125628,3,4.5,9
51.3,5.5,0.001,0,12,2019-02-04,0,-85.124861,35.312024,0,7,59,5,"Monday",2,11,39.56,3,113.5,0.026431718061674,3,4.25,9
53.1,6.7,0.001,0,12,2019-02-04,0,-85.124861,35.312024,0,7,59,5,"Monday",2,12,40.21,11,115.5,0.0952380952380952,12,7.25,9
54.6,7.7,0.001,0,12,2019-02-04,0,-85.124861,35.312024,0,7,59,5,"Monday",2,13,36.09,3,106.5,0.028169014084507,3,3,9
57.2,8.3,0,0,12,2019-02-04,0,-85.124861,35.312024,0,7,59,5,"Monday",2,14,37.28,7,140.5,0.0498220640569395,7,8,9
57.3,8.3,0.001,0,12,2019-02-04,0,-85.124861,35.312024,0,7,59,5,"Monday",2,15,35.11,4,167.5,0.0238805970149254,9,7.75,9
56.9,6.9,0.001,0,12,2019-02-04,0,-85.124861,35.312024,0,7,59,5,"Monday",2,16,36.19,12,201,0.0597014925373134,5,7,9
56.2,5.5,0.001,0,12,2019-02-04,0,-85.124861,35.312024,0,7,59,5,"Monday",2,17,36,4,184.5,0.021680216802168,6,7,9
55.3,4.9,0.01,0,12,2019-02-04,0,-85.124861,35.312024,0,7,59,5,"Monday",2,18,30.95,4,149,0.0268456375838926,4,5,9
54.9,4.5,0.01,0,12,2019-02-04,0,-85.124861,35.312024,0,7,59,5,"Monday",2,19,43.65,2,95.5,0.0209424083769634,3,2.75,9
55.7,3.3,0.01,0,12,2019-02-04,0,-85.124861,35.312024,0,7,59,5,"Monday",2,20,31.53,1,71.5,0.013986013986014,1,1.25,9
56,3.8,0.02,0,12,2019-02-04,0,-85.124861,35.312024,0,7,59,5,"Monday",2,21,59,0,38,0,1,0.5,9
56.5,5,0.03,0,12,2019-02-04,0,-85.124861,35.312024,0,7,59,5,"Monday",2,22,59,0,24.5,0,0,0.25,9
56.7,5.7,0.02,0,12,2019-02-04,0,-85.124861,35.312024,0,7,59,5,"Monday",2,23,59,0,15.5,0,0,0,9
56.7,6.6,0.02,0,12,2019-02-05,0,-85.124861,35.312024,0,7,59,5,"Tuesday",2,0,59,0,8.5,0,0,0,9
56.8,7.4,0.01,0,12,2019-02-05,0,-85.124861,35.312024,0,7,59,5,"Tuesday",2,1,59,0,5,0,0,0,9
56.3,5.3,0.001,0,12,2019-02-05,0,-85.124861,35.312024,0,7,59,5,"Tuesday",2,2,59,0,3.5,0,0,0,9
56.4,5.4,0.001,0,12,2019-02-05,0,-85.124861,35.312024,0,7,59,5,"Tuesday",2,3,59,0,8,0,0,0,9
56.3,4.7,0.001,0,12,2019-02-05,0,-85.124861,35.312024,0,7,59,5,"Tuesday",2,4,53.44,1,9.5,0.105263157894737,0,0.75,9
55.9,4.2,0.01,0,12,2019-02-05,0,-85.124861,35.312024,0,7,59,5,"Tuesday",2,5,40.89,5,54.5,0.0917431192660551,4,4,9
