STN_NUMBER,LONGITUDE,LATITUDE,FC,LANE
136,-85.257814,35.058087,4,0
137,-85.303044,35.041554,5,0
138,-85.300755,35.042958,4,0
139,-85.29143,35.040919,4,0
140,-85.29316,35.037862,4,0
141,-85.295137,35.034215,4,0
142,-85.298206,35.04462,4,0
143,-85.315595,35.055496,2,0
145,-85.268899,35.111698,3,0
146,-85.319736,35.069728,2,0
148,-85.310368,35.045327,3,0
149,-85.262372,35.034465,3,0
150,-85.251013,35.061906,4,0
151,-85.333049,35.002227,4,0
152,-85.323662,35.008179,4,0
153,-85.317669,35.008731,4,0
154,-85.303977,35.026169,1,0
155,-85.312549,35.052195,3,0
156,-85.307358,35.052297,4,0
157,-85.308381,35.034084,4,0
158,-85.203808,35.083508,3,0
159,-85.219722,35.007899,4,0
160,-85.209914,34.999416,1,0
161,-85.249976,35.013231,1,0
162,-85.233459,35.0071,1,0
163,-85.20075,35.007908,1,0
164,-85.175886,35.02119,1,0
165,-85.193172,35.074104,3,0
166,-85.14924,35.048082,1,0
167,-85.247191,35.174409,3,0
169,-85.135919,35.24988,7,0
170,-85.187242,35.216812,4,0
172,-85.201424,34.986052,1,0
173,-85.196639,35.069186,2,0
174,-85.18366,35.03562,2,0
175,-85.23494,35.095656,3,0
176,-85.193018,35.06025,2,0
177,-85.188389,35.048097,2,0
178,-85.359002,35.021214,4,0
179,-85.180477,35.030028,2,0
180,-85.319097,35.072372,4,0
181,-85.322609,35.081324,2,0
182,-85.323697,35.026408,1,0
183,-85.378595,35.023554,1,0
184,-85.361454,35.032543,4,0
185,-85.174399,35.017739,3,0
186,-85.404843,34.987161,1,0
187,-85.394873,34.983319,4,0
189,-85.396236,35.024437,4,0
190,-85.389862,35.122718,4,0
191,-85.361641,35.177786,7,0
193,-85.35227,35.188528,4,0
194,-85.343345,35.193016,5,0
195,-85.309732,35.195441,4,0
196,-85.269246,35.219012,4,0
198,-85.212423,35.262587,6,0
200,-85.159698,35.311839,4,0
202,-85.108798,35.149728,3,0
203,-85.060643,35.157478,5,0
205,-85.044051,35.136749,4,0
206,-85.026369,35.126849,1,0
207,-85.053005,35.053755,3,0
208,-85.077431,35.008325,4,0
209,-85.224909,35.094309,2,0
210,-85.285515,35.125019,4,0
211,-85.187653,35.041981,5,0
212,-85.222801,35.004442,1,0
213,-85.261785,35.021127,1,0
214,-85.276796,35.015328,1,0
215,-84.96502,35.294415,4,0
216,-85.204228,35.080479,2,0
217,-85.318599,35.024162,3,0
218,-85.311317,35.022068,4,0
220,-85.295977,34.985819,7,0
221,-85.273608,34.985073,4,0
223,-85.241583,34.986401,4,0
224,-85.211189,34.985953,5,0
225,-85.157239,34.98718,7,0
226,-85.13172,35.000746,3,0
227,-85.127233,35.060794,4,0
228,-85.180146,35.033679,3,0
229,-85.164218,35.034594,1,0
230,-85.18458,35.042915,5,0
231,-85.186428,35.053648,3,0
232,-85.293874,35.031067,4,0
233,-85.296368,35.022751,3,0
234,-85.328875,35.004582,4,0
235,-85.315532,34.996457,5,0
236,-85.307048,34.994231,5,0
237,-85.302652,34.994516,5,0
238,-85.32856,35.095298,3,0
239,-85.30167,35.078654,4,0
240,-85.289493,35.067982,3,0
241,-85.296205,35.023945,4,0
242,-85.207381,34.995444,1,0
244,-85.164512,35.232698,4,0
245,-85.192968,35.034546,5,0
249,-85.028495,35.039387,3,0
250,-85.106229,35.044106,5,0
251,-85.064306,35.092949,5,0
252,-85.113226,35.248273,3,0
254,-85.213129,35.208486,4,0
255,-85.310752,35.158852,4,0
256,-85.077071,35.39504,6,0
258,-85.348051,35.02093,6,0
260,-85.312179,35.032709,4,0
261,-85.306178,35.03039,4,0
262,-85.269752,35.034062,4,0
263,-85.270984,35.031541,4,0
264,-85.143805,35.038086,4,0
265,-85.21238,35.086602,2,0
266,-85.211076,35.150595,3,0
267,-85.320512,35.03966,4,0
268,-85.32262,35.059902,5,0
269,-85.300636,35.052049,3,0
270,-85.275445,35.051692,4,0
271,-85.171965,35.098128,3,0
272,-85.238456,35.194576,2,0
273,-85.21493,35.215663,2,0
274,-85.353372,34.992346,4,0
275,-85.305144,35.027626,4,0
276,-85.297501,35.029745,4,0
278,-85.318628,35.054451,4,0
279,-85.319026,35.08418,4,0
280,-85.209075,35.081732,3,0
281,-85.217901,34.999474,4,0
282,-85.233166,35.003862,4,0
283,-85.244851,35.007427,4,0
284,-85.362745,35.042535,6,0
285,-85.316314,35.097399,5,0
286,-85.316997,35.118419,4,0
288,-85.34639,35.130292,5,0
289,-85.240231,35.107841,4,0
290,-85.257982,35.12244,4,0
291,-85.232046,35.124693,4,0
292,-85.257694,35.141359,4,0
293,-85.243738,35.142188,5,0
294,-85.209242,35.09492,6,0
295,-85.190792,35.089592,5,0
296,-85.187129,35.079463,4,0
298,-85.347764,35.004576,7,0
299,-85.059437,35.028593,4,0
300,-85.019446,35.036573,7,0
301,-85.035379,35.072019,6,0
302,-85.00829,35.080732,7,0
303,-85.065048,35.231821,5,0
304,-85.123706,35.230483,4,0
305,-85.128212,35.223911,6,0
306,-85.177091,35.220384,5,0
307,-85.221461,35.215416,4,0
309,-85.271044,35.151436,4,0
310,-85.301662,35.091249,4,0
311,-85.236677,35.081022,5,0
312,-85.230165,35.059274,4,0
313,-85.252388,35.099265,2,0
314,-85.250015,35.114364,2,0
316,-85.186572,35.247187,4,0
317,-85.021659,35.187645,6,0
318,-85.242978,35.119025,2,0
319,-85.257823,35.052191,4,0
320,-85.335237,35.134438,5,0
321,-85.354797,35.115523,4,0
323,-85.290244,35.129239,5,0
324,-85.137674,35.058323,3,0
325,-85.268312,35.056784,7,0
326,-85.273909,35.057587,3,0
328,-85.302962,35.052181,5,0
329,-85.306461,35.049041,4,0
330,-85.348836,34.992126,5,0
331,-85.287019,35.003924,5,0
332,-85.252759,35.012556,4,0
333,-85.257745,35.033987,4,0
334,-85.181149,35.018342,4,0
335,-85.248841,35.049025,4,0
336,-85.162003,35.266182,2,0
337,-85.100805,35.140542,6,0
338,-85.267348,35.075477,3,0
339,-85.301922,35.052249,4,0
340,-85.285944,35.033351,4,0
341,-85.264148,35.038288,4,0
344,-85.055747,35.427059,6,0
345,-85.112629,35.350355,6,0
346,-85.019235,35.268124,6,0
347,-85.179051,35.256231,4,0
349,-85.077566,35.20721,5,0
350,-85.048501,35.058141,7,0
351,-85.351927,35.152887,5,0
352,-85.375738,35.018704,4,0
353,-85.290261,35.025017,4,0
354,-85.247167,35.072015,5,0
356,-85.301883,35.06012,4,0
357,-85.049322,35.04923,4,0
358,-85.054522,35.18787,4,0
359,-85.083734,35.305308,6,0
360,-85.135443,35.323035,3,0
361,-85.085056,35.399812,6,0
363,-85.243404,35.02969,4,0
364,-85.278908,35.005843,4,0
365,-85.333506,35.050134,6,0
366,-85.151888,35.289124,2,0
368,-85.127414,35.340827,6,0
369,-85.135441,35.340794,6,0
370,-84.987741,35.276757,6,0
371,-84.970321,35.269765,6,0
372,-85.1491,35.275183,3,0
373,-85.15965,35.288731,4,0
374,-85.176642,35.244281,4,0
375,-85.194616,35.232779,4,0
376,-85.199961,35.213443,5,0
377,-85.163186,35.204509,4,0
378,-85.152273,35.203157,3,0
379,-85.113076,35.223229,3,0
380,-85.043317,35.053725,5,0
381,-85.055951,35.015194,7,0
382,-85.315622,35.06589,5,0
383,-85.311893,35.066005,5,0
384,-85.30872,35.063787,4,0
385,-85.31243,35.062716,4,0
386,-85.328347,35.053902,5,0
387,-85.265401,35.18056,2,0
388,-85.311898,35.055495,5,0
389,-85.311345,35.054735,5,0
392,-85.308633,35.054194,7,0
393,-85.306349,35.053598,3,0
396,-85.303427,35.048304,5,0
399,-85.317319,35.049209,5,0
400,-85.317516,35.047844,3,0
401,-85.311629,35.047442,5,0
402,-85.310478,35.047493,4,0
403,-85.308404,35.047594,7,0
404,-85.306258,35.046473,5,0
405,-85.304959,35.045881,5,0
406,-85.291008,35.045908,7,0
407,-85.293093,35.04523,7,0
408,-85.289468,35.044572,4,0
410,-85.276069,35.042392,4,0
411,-85.25912,35.046969,4,0
412,-85.253796,35.044454,5,0
413,-85.201372,35.139662,5,0
414,-85.243684,35.033681,7,0
415,-85.270762,35.036832,4,0
417,-85.2766,35.026173,4,0
418,-85.35831,34.990589,5,0
419,-85.281291,35.014993,4,0
420,-85.293401,35.015318,3,0
421,-85.306531,35.003963,4,0
422,-85.30266,35.042373,5,0
423,-85.307248,35.0447,5,0
425,-85.307183,35.042524,5,0
426,-85.309816,35.044848,5,0
427,-85.309876,35.043986,5,0
428,-85.313821,35.042616,7,0
429,-85.314245,35.041055,5,0
430,-85.313724,35.038554,4,0
431,-85.31893,35.040517,4,0
433,-85.267312,35.002789,5,0
434,-85.264226,35.012517,5,0
435,-85.321128,35.010964,7,0
436,-85.348099,35.055158,6,0
437,-85.246541,35.183549,3,0
438,-85.220337,35.188691,6,0
439,-85.203639,35.190655,6,0
440,-85.213004,35.173828,4,0
441,-85.207466,35.170987,4,0
442,-85.219246,35.149195,3,0
443,-85.239691,35.149391,5,0
445,-85.320111,35.151731,4,0
446,-85.318815,35.148193,4,0
448,-85.32313,35.13452,5,0
449,-85.322447,35.131941,5,0
451,-85.346134,35.12241,5,0
452,-85.342863,35.117418,5,0
453,-85.303055,35.13629,6,0
454,-85.303666,35.13046,7,0
455,-85.302863,35.124745,4,0
456,-85.323873,35.090946,2,0
457,-85.317718,35.090581,5,0
458,-85.305128,35.101314,5,0
459,-85.298611,35.099623,5,0
460,-85.2641,35.127177,5,0
461,-85.273899,35.13714,5,0
463,-85.282219,35.142587,6,0
464,-85.254348,35.113189,4,0
465,-85.171292,35.101628,5,0
466,-85.172034,35.108286,6,0
467,-85.152727,35.116556,6,0
468,-85.137795,35.111455,3,0
469,-85.095568,35.043669,5,0
470,-85.159149,35.043674,3,0
471,-85.163306,35.051761,4,0
472,-85.170595,35.058458,5,0
473,-85.176595,35.06205,7,0
474,-85.195664,35.054784,3,0
475,-85.198919,35.05764,4,0
476,-85.200813,35.046508,4,0
477,-85.218366,35.039883,4,0
478,-85.227247,35.04355,4,0
479,-85.225028,35.040864,4,0
480,-85.228753,35.037302,5,0
481,-85.234724,35.024472,5,0
482,-85.223881,35.02101,4,0
483,-85.149371,35.011872,4,0
484,-85.153456,35.006969,3,0
485,-85.22363,35.01112,3,0
486,-85.207824,34.98944,3,0
487,-85.231746,34.999746,4,0
488,-85.250741,34.990629,5,0
489,-85.254192,34.994751,4,0
490,-85.254769,34.99775,4,0
492,-85.249813,35.021482,7,0
493,-85.278373,35.020453,4,0
494,-85.290128,35.00124,5,0
495,-85.28653,34.99119,4,0
496,-85.343824,35.00086,5,0
498,-85.378266,35.005351,4,0
499,-85.391216,34.998224,4,0
500,-85.327307,35.08104,5,0
501,-85.290598,35.086416,3,0
502,-85.291922,35.120707,4,0
503,-85.260801,35.08734,3,0
504,-85.263004,35.076511,7,0
505,-85.236008,35.071221,5,0
506,-85.243653,35.063117,5,0
507,-85.214616,35.067999,5,0
508,-85.308143,35.049727,5,0
509,-85.160895,35.037699,1,0
510,-85.306909,35.055367,4,0
511,-85.298712,35.104801,4,0
512,-85.291644,35.144674,2,0
513,-85.283557,35.156962,6,0
514,-85.135225,35.309365,7,0
515,-85.121244,35.12199,6,0
516,-85.131302,35.062487,7,0
517,-85.112143,35.054163,7,0
518,-85.113729,35.02153,4,0
519,-85.299111,35.111862,5,0
520,-85.353699,35.124057,5,0
521,-85.094746,35.073091,4,0
522,-85.137911,35.116182,6,0
523,-85.14528,35.115683,6,0
524,-85.399812,34.993923,1,0
525,-85.318659,35.034581,1,0
526,-85.314166,35.048123,1,0
528,-85.19359,35.341788,3,0
529,-85.318071,35.063751,2,0
530,-85.05011,35.028989,6,0
531,-85.04299,35.045472,6,0
532,-84.999804,35.028695,7,0
533,-85.072915,35.073509,4,0
534,-85.055764,35.099306,4,0
535,-85.188437,35.200561,6,0
537,-85.10139,35.22616,6,0
538,-85.181291,35.252961,4,0
539,-85.155744,35.258235,6,0
540,-85.149047,35.283605,6,0
541,-85.09257,35.055198,6,0
542,-85.1336,35.060415,3,0
543,-85.146,35.052495,7,0
544,-85.152759,35.035252,3,0
545,-85.150726,35.024395,4,0
546,-85.170585,35.025794,5,0
547,-85.187192,35.034348,5,0
548,-85.187847,35.023313,5,0
549,-85.201081,35.017783,4,0
550,-85.229361,35.010962,4,0
551,-85.242039,35.052003,5,0
552,-85.252202,35.074731,7,0
553,-85.261947,35.069164,5,0
554,-85.271394,35.042076,4,0
555,-85.272578,35.033431,4,0
556,-85.264502,35.032111,4,0
557,-85.266224,35.029765,5,0
558,-85.268332,35.021805,5,0
559,-85.274123,35.008205,5,0
560,-85.27304,34.985173,4,0
561,-85.285349,35.012168,5,0
562,-85.291837,35.01106,5,0
563,-85.293959,35.02152,7,0
564,-85.319649,35.008864,7,0
565,-85.320734,35.003156,7,0
566,-85.326389,34.993405,6,0
567,-85.352019,34.985923,5,0
569,-85.353993,34.98456,4,0
570,-85.354773,34.993101,5,0
571,-85.385804,35.010183,6,0
572,-85.31911,35.016528,5,0
573,-85.295429,35.106045,4,0
574,-85.271216,35.122927,5,0
575,-85.277876,35.136368,7,0
576,-85.324743,35.152968,7,0
577,-85.346,35.168018,5,0
578,-85.245432,35.11962,4,0
579,-85.245841,35.138734,7,0
580,-85.222533,35.167995,7,0
581,-85.228194,35.110085,4,0
582,-85.202485,35.116714,6,0
583,-85.188551,35.139501,6,0
584,-85.168224,35.172533,6,0
585,-85.171609,35.189676,6,0
586,-85.312547,35.039954,5,0
587,-85.311978,35.04578,3,0
588,-85.307716,35.046725,4,0
589,-85.308977,35.030441,4,0
591,-85.210094,35.229596,4,0
592,-85.300136,35.048641,5,0
593,-85.234571,35.118119,2,0
594,-85.130958,35.03962,4,0
595,-85.127551,35.053858,4,0
596,-85.310167,35.052236,3,0
597,-85.065995,35.085382,4,0
602,-85.35885,35.122396,5,0
603,-85.085035,35.351982,6,0
604,-85.114067,35.118515,6,0
605,-85.258468,35.023913,5,0
606,-85.311267,35.044811,5,0
607,-85.311056,35.043892,5,0
608,-85.308471,35.039487,4,0
609,-85.235461,35.133919,5,0
610,-85.232953,35.131681,5,0
611,-85.227889,35.141933,5,0
612,-85.243905,35.046501,5,0
613,-85.155532,35.074573,5,0
614,-85.152016,35.076241,5,0
615,-85.125664,35.073841,5,0
616,-85.125012,35.066229,1,0
617,-85.145701,35.302352,4,0
618,-85.280445,35.116733,5,0
619,-85.296932,35.069957,6,0
620,-85.296216,35.071475,6,0
621,-85.307294,35.079891,5,0
622,-85.296897,35.048186,5,0
623,-85.240103,35.030296,5,0
624,-85.224468,35.027489,5,0
625,-85.242328,35.010898,4,0
626,-85.242791,35.010241,4,0
627,-85.192176,34.986352,5,0
628,-85.287654,35.119553,5,0
629,-85.290753,35.114662,5,0
630,-85.168576,35.440586,6,0
631,-85.064857,34.987305,5,0
632,-85.026474,34.987757,5,0
633,-84.99011,35.361678,6,0
634,-85.153514,34.998232,5,0
635,-85.159099,34.999474,5,0
636,-85.124978,34.987094,5,0
637,-85.1501,35.013589,6,0
638,-85.150995,35.02855,5,0
639,-85.138567,35.059331,7,0
640,-85.144638,35.058142,5,0
641,-85.213412,35.126389,5,0
642,-85.182026,35.395978,6,0
