STN_NUMBER,LONGITUDE,LATITUDE,POV_percentile,UNEMP_percentile,PCI_percentile,NOHSDP_percentile,AGE65_percentile,AGE17_percentile,DISABL_percentile,SNGPNT_percentile,MINRTY_percentile,LIMENG_percentile,MUNIT_percentile,MOBILE_percentile,CROWD_percentile,NOVEH_percentile,GROUPQ_percentile,POV_0.9,UNEMP_0.9,PCI_0.9,NOHSDP_0.9,AGE65_0.9,AGE17_0.9,DISABL_0.9,SNGPNT_0.9,MINRTY_0.9,LIMENG_0.9,MUNIT_0.9,MOBILE_0.9,CROWD_0.9,NOVEH_0.9,GROUPQ_0.9,POV_0.8,UNEMP_0.8,PCI_0.8,NOHSDP_0.8,AGE65_0.8,AGE17_0.8,DISABL_0.8,SNGPNT_0.8,MINRTY_0.8,LIMENG_0.8,MUNIT_0.8,MOBILE_0.8,CROWD_0.8,NOVEH_0.8,GROUPQ_0.8,POV_0.7,UNEMP_0.7,PCI_0.7,NOHSDP_0.7,AGE65_0.7,AGE17_0.7,DISABL_0.7,SNGPNT_0.7,MINRTY_0.7,LIMENG_0.7,MUNIT_0.7,MOBILE_0.7,CROWD_0.7,NOVEH_0.7,GROUPQ_0.7,POV_0.6,UNEMP_0.6,PCI_0.6,NOHSDP_0.6,AGE65_0.6,AGE17_0.6,DISABL_0.6,SNGPNT_0.6,MINRTY_0.6,LIMENG_0.6,MUNIT_0.6,MOBILE_0.6,CROWD_0.6,NOVEH_0.6,GROUPQ_0.6,POV_quartile,UNEMP_quartile,PCI_quartile,NOHSDP_quartile,AGE65_quartile,AGE17_quartile,DISABL_quartile,SNGPNT_quartile,MINRTY_quartile,LIMENG_quartile,MUNIT_quartile,MOBILE_quartile,CROWD_quartile,NOVEH_quartile,GROUPQ_quartile
184,-85.361454,35.032543,0.5068,0.1237,0.158,0.3082,0.6743,0.4869,0.4226,0.704,0.4889,0.8382,0.5516,0.46,0.2886,0.3607,0.5866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,1,2,1,1,2,1,3,2,1,1,1,2
185,-85.174399,35.017739,0.1192,0.3915,0.2856,0.2819,0.5071,0.2738,0.2468,0.12,0.6541,0.8503,0.8699,0.2683,0.4862,0.1607,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,2,1,0,0,2,3,3,1,1,0,0
186,-85.404843,34.987161,0.5068,0.1237,0.158,0.3082,0.6743,0.4869,0.4226,0.704,0.4889,0.8382,0.5516,0.46,0.2886,0.3607,0.5866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,1,2,1,1,2,1,3,2,1,1,1,2
187,-85.394873,34.983319,0.5068,0.1237,0.158,0.3082,0.6743,0.4869,0.4226,0.704,0.4889,0.8382,0.5516,0.46,0.2886,0.3607,0.5866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,1,2,1,1,2,1,3,2,1,1,1,2
189,-85.396236,35.024437,0.5068,0.1237,0.158,0.3082,0.6743,0.4869,0.4226,0.704,0.4889,0.8382,0.5516,0.46,0.2886,0.3607,0.5866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,1,2,1,1,2,1,3,2,1,1,1,2
190,-85.389862,35.122718,0.6436,0.6464,0.2167,0.4187,0.7458,0.3635,0.3881,0.2765,0.4558,0.0,0.6298,0.6009,0.7188,0.5844,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,2,2,0,1,2,1,1,1,1,0,2,2,2,2,0
191,-85.361641,35.177786,0.1037,0.1339,0.0716,0.0695,0.296,0.9326,0.0933,0.4262,0.2043,0.3749,0.3277,0.3774,0.0,0.0292,0.6123,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,1,0,1,1,1,0,0,2
193,-85.35227,35.188528,0.1037,0.1339,0.0716,0.0695,0.296,0.9326,0.0933,0.4262,0.2043,0.3749,0.3277,0.3774,0.0,0.0292,0.6123,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,1,0,1,1,1,0,0,2
194,-85.343345,35.193016,0.1037,0.1339,0.0716,0.0695,0.296,0.9326,0.0933,0.4262,0.2043,0.3749,0.3277,0.3774,0.0,0.0292,0.6123,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,1,0,1,1,1,0,0,2
195,-85.309732,35.195441,0.1037,0.1339,0.0716,0.0695,0.296,0.9326,0.0933,0.4262,0.2043,0.3749,0.3277,0.3774,0.0,0.0292,0.6123,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,1,0,1,1,1,0,0,2
196,-85.269246,35.219012,0.1037,0.1339,0.0716,0.0695,0.296,0.9326,0.0933,0.4262,0.2043,0.3749,0.3277,0.3774,0.0,0.0292,0.6123,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,1,0,1,1,1,0,0,2
198,-85.212423,35.262587,0.1911,0.0142,0.4639,0.5475,0.8307,0.265,0.6694,0.1396,0.209,0.0,0.0,0.9709,0.3574,0.4847,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,2,3,1,2,0,0,0,0,3,1,1,0
200,-85.159698,35.311839,0.4072,0.6376,0.0959,0.2293,0.9036,0.5914,0.2975,0.151,0.1537,0.3749,0.0,0.6585,0.9305,0.4847,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,2,0,0,3,2,1,0,0,1,0,2,3,1,0
202,-85.108798,35.149728,0.3916,0.3915,0.2255,0.4531,0.4376,0.4767,0.4226,0.0762,0.3729,0.7397,0.4235,0.5434,0.2886,0.2441,0.5866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,2,1,2,1,0,2
203,-85.060643,35.157478,0.3916,0.3915,0.2255,0.4531,0.4376,0.4767,0.4226,0.0762,0.3729,0.7397,0.4235,0.5434,0.2886,0.2441,0.5866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,2,1,2,1,0,2
205,-85.044051,35.136749,0.1335,0.4388,0.1006,0.2454,0.4801,0.7121,0.1102,0.12,0.5617,0.8449,0.6851,0.3076,0.2239,0.3336,0.5536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,2,0,0,2,3,2,1,0,1,2
206,-85.026369,35.126849,0.1335,0.4388,0.1006,0.2454,0.4801,0.7121,0.1102,0.12,0.5617,0.8449,0.6851,0.3076,0.2239,0.3336,0.5536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,2,0,0,2,3,2,1,0,1,2
207,-85.053005,35.053755,0.1606,0.2515,0.2829,0.2077,0.4471,0.1719,0.1102,0.06,0.6001,0.646,0.4167,0.437,0.0,0.0658,0.971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,2,2,1,1,0,0,3
208,-85.077431,35.008325,0.1606,0.2515,0.2829,0.2077,0.4471,0.1719,0.1102,0.06,0.6001,0.646,0.4167,0.437,0.0,0.0658,0.971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,2,2,1,1,0,0,3
209,-85.224909,35.094309,0.3537,0.6849,0.3383,0.4187,0.381,0.3493,0.3935,0.323,0.7889,0.5941,0.8018,0.0,0.2886,0.5844,0.6365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,2,1,1,1,1,1,1,3,2,3,0,1,2,2
210,-85.285515,35.125019,0.4485,0.5037,0.3896,0.1288,0.6467,0.1719,0.3698,0.323,0.4457,0.5185,0.7181,0.3726,0.5786,0.5844,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,1,0,2,0,1,1,1,2,2,1,2,2,0
211,-85.187653,35.041981,0.166,0.2515,0.2809,0.232,0.3924,0.1955,0.7316,0.6271,0.768,0.6757,0.9002,0.4112,0.0,0.7695,0.7188,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,2,2,3,2,3,1,0,3,2
212,-85.222801,35.004442,0.502,0.4388,0.8015,0.4801,0.1888,0.8307,0.5112,0.5327,0.8395,0.9056,0.8247,0.0,0.8375,0.5058,0.6669,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,2,1,3,1,0,3,2,2,3,3,3,0,3,2,2
213,-85.261785,35.021127,0.9424,0.716,0.9102,0.9514,0.3527,0.7384,0.9189,0.3931,0.9029,0.9798,0.6743,0.0,0.0,0.8983,0.8112,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,3,2,3,3,1,2,3,1,3,3,2,0,0,3,3
214,-85.276796,35.015328,0.9505,0.9567,0.8069,0.9831,0.12,0.9589,0.3834,0.8618,0.8773,0.8334,0.8071,0.0,0.9906,0.9634,0.5111,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,3,3,3,3,0,3,1,3,3,3,3,0,3,3,2
215,-84.96502,35.294415,0.2554,0.3212,0.3065,0.6244,0.6561,0.261,0.6173,0.6049,0.3028,0.3749,0.3277,0.7832,0.4289,0.1607,0.7438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,1,1,2,2,1,2,2,1,1,1,3,1,0,2
216,-85.204228,35.080479,0.2256,0.5355,0.5665,0.1875,0.6743,0.1591,0.2535,0.3082,0.8874,0.0,0.6925,0.2879,0.2239,0.4203,0.6365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,2,2,0,2,0,1,1,3,0,2,1,0,1,2
217,-85.318599,35.024162,0.6436,0.1799,0.0878,0.4801,0.3709,0.0533,0.4767,0.2475,0.764,0.8334,0.938,0.0,0.557,0.9532,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,2,0,0,1,1,0,1,0,3,3,3,0,2,3,0
218,-85.311317,35.022068,0.6436,0.1799,0.0878,0.4801,0.3709,0.0533,0.4767,0.2475,0.764,0.8334,0.938,0.0,0.557,0.9532,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,2,0,0,1,1,0,1,0,3,3,3,0,2,3,0
220,-85.295977,34.985819,0.8767,0.9817,0.9257,1.0,0.1942,0.5981,0.3617,0.9467,0.8746,0.9892,0.0,0.4404,0.0,0.9654,0.0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,3,3,3,3,0,2,1,3,3,3,0,1,0,3,0
221,-85.273608,34.985073,0.9661,0.8668,0.9716,0.9987,0.0991,0.9683,0.4963,0.8537,0.8334,0.9831,0.0,0.2879,0.9973,0.7173,0.0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,3,3,3,3,0,3,1,3,3,3,0,1,3,2,0
223,-85.241583,34.986401,0.3015,0.313,0.4308,0.5307,0.6817,0.0641,0.4016,0.2212,0.6561,0.8692,0.6548,0.2995,0.2239,0.3607,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,2,2,0,1,0,2,3,2,1,0,1,0
224,-85.211189,34.985953,0.8598,0.313,0.5807,0.6844,0.4134,0.6379,0.4476,0.29,0.7006,0.7606,0.8307,0.0,0.9056,0.7227,0.7862,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,3,1,2,2,1,2,1,1,2,3,3,0,3,2,3
225,-85.157239,34.98718,0.3096,0.0926,0.1155,0.1679,0.2508,0.2569,0.2319,0.8409,0.7202,0.8806,0.9191,0.3076,0.7431,0.1363,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,3,2,3,3,1,2,0,0
226,-85.13172,35.000746,0.1037,0.0852,0.1627,0.0627,0.5233,0.8382,0.0507,0.2475,0.615,0.7748,0.0,0.2331,0.4511,0.078,0.5866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2,3,0,0,2,3,0,0,1,0,2
227,-85.127233,35.060794,0.2649,0.0162,0.3059,0.5442,0.5003,0.2468,0.6281,0.3169,0.6285,0.6278,0.9022,0.6728,0.4862,0.8508,0.9562,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,2,2,0,2,1,2,2,3,2,1,3,3
228,-85.180146,35.033679,0.166,0.2515,0.2809,0.232,0.3924,0.1955,0.7316,0.6271,0.768,0.6757,0.9002,0.4112,0.0,0.7695,0.7188,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,2,2,3,2,3,1,0,3,2
229,-85.164218,35.034594,0.166,0.2515,0.2809,0.232,0.3924,0.1955,0.7316,0.6271,0.768,0.6757,0.9002,0.4112,0.0,0.7695,0.7188,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,2,2,3,2,3,1,0,3,2
230,-85.18458,35.042915,0.166,0.2515,0.2809,0.232,0.3924,0.1955,0.7316,0.6271,0.768,0.6757,0.9002,0.4112,0.0,0.7695,0.7188,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,2,2,3,2,3,1,0,3,2
231,-85.186428,35.053648,0.166,0.2515,0.2809,0.232,0.3924,0.1955,0.7316,0.6271,0.768,0.6757,0.9002,0.4112,0.0,0.7695,0.7188,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,2,2,3,2,3,1,0,3,2
232,-85.293874,35.031067,0.5684,0.2197,0.7515,0.5442,0.118,0.2913,0.762,0.4558,0.8307,0.9629,0.528,0.0,0.2886,0.4712,0.9434,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,2,0,3,2,0,1,3,1,3,3,2,0,1,1,3
233,-85.296368,35.022751,0.9424,0.716,0.9102,0.9514,0.3527,0.7384,0.9189,0.3931,0.9029,0.9798,0.6743,0.0,0.0,0.8983,0.8112,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,3,2,3,3,1,2,3,1,3,3,2,0,0,3,3
234,-85.328875,35.004582,0.3211,0.2698,0.3417,0.4046,0.5374,0.0924,0.2975,0.0438,0.6986,0.0,0.4956,0.0,0.0,0.3125,0.7256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,2,0,1,0,2,0,1,0,0,1,2
235,-85.315532,34.996457,0.9661,0.9865,0.8602,0.9285,0.2252,0.9514,0.8864,0.9697,0.9339,0.0,0.7586,0.3232,0.7964,0.9708,0.7438,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,3,3,3,3,0,3,3,3,3,0,3,1,3,3,2
236,-85.307048,34.994231,0.9661,0.9865,0.8602,0.9285,0.2252,0.9514,0.8864,0.9697,0.9339,0.0,0.7586,0.3232,0.7964,0.9708,0.7438,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,3,3,3,3,0,3,3,3,3,0,3,1,3,3,2
237,-85.302652,34.994516,0.8767,0.9817,0.9257,1.0,0.1942,0.5981,0.3617,0.9467,0.8746,0.9892,0.0,0.4404,0.0,0.9654,0.0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,3,3,3,3,0,2,1,3,3,3,0,1,0,3,0
238,-85.32856,35.095298,0.3462,0.0615,0.183,0.2569,0.9865,0.0627,0.691,0.205,0.5893,0.7134,0.9494,0.0,0.3844,0.7953,0.9339,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,3,0,2,0,2,2,3,0,1,3,3
239,-85.30167,35.078654,0.3462,0.0784,0.0662,0.0735,0.1794,0.412,0.0433,0.4329,0.3136,0.4255,0.8159,0.2683,0.2616,0.2861,0.7188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,3,1,1,1,2
240,-85.289493,35.067982,0.3462,0.0784,0.0662,0.0735,0.1794,0.412,0.0433,0.4329,0.3136,0.4255,0.8159,0.2683,0.2616,0.2861,0.7188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,3,1,1,1,2
241,-85.296205,35.023945,0.9424,0.716,0.9102,0.9514,0.3527,0.7384,0.9189,0.3931,0.9029,0.9798,0.6743,0.0,0.0,0.8983,0.8112,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,3,2,3,3,1,2,3,1,3,3,2,0,0,3,3
242,-85.207381,34.995444,0.3808,0.3597,0.4564,0.2165,0.2562,0.7417,0.1907,0.8955,0.6669,0.0,0.8132,0.0,0.2131,0.6149,0.6473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,2,0,3,2,0,3,0,0,2,2
244,-85.164512,35.232698,0.4553,0.4618,0.3673,0.4875,0.7229,0.2839,0.7776,0.3385,0.1504,0.6278,0.6581,0.7656,0.5974,0.2556,0.8463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1,1,1,2,1,3,1,0,2,2,3,2,1,3
245,-85.192968,35.034546,0.166,0.2515,0.2809,0.232,0.3924,0.1955,0.7316,0.6271,0.768,0.6757,0.9002,0.4112,0.0,0.7695,0.7188,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,2,2,3,2,3,1,0,3,2
249,-85.028495,35.039387,0.2947,0.3597,0.2944,0.3257,0.4801,0.6554,0.6281,0.5536,0.6096,0.5604,0.0,0.6186,0.2886,0.1783,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,2,2,2,2,2,0,2,1,0,0
250,-85.106229,35.044106,0.3279,0.3597,0.2998,0.3331,0.5529,0.7862,0.3056,0.7208,0.617,0.0,0.3965,0.5346,0.4511,0.0325,0.7997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,2,3,1,2,2,0,1,2,1,0,3
